rule,N,M,load,s,threshold,pct_zeroed,W_mean,W_std,n_fixed,frac_fixed,mean_degree,max_degree,sparse_lut,compression,noise_frac,n_flip,recall_A,recall_D,agree_AD,mean_sweeps,converge_frac
pseudoinverse,16,4,0.25,1.0,0.109838,65.6,0.01421,0.177644,3,0.75,4.5,10,1504,697.2,0.15,2,0.645,0.645,1.0,2.03,1.0
pseudoinverse,16,4,0.25,1.0,0.109838,65.6,0.01421,0.177644,3,0.75,4.5,10,1504,697.2,0.2,3,0.435,0.435,1.0,2.1,1.0
pseudoinverse,16,4,0.25,1.0,0.109838,65.6,0.01421,0.177644,3,0.75,4.5,10,1504,697.2,0.25,4,0.285,0.285,1.0,2.11,1.0
pseudoinverse,16,4,0.25,1.0,0.109838,65.6,0.01421,0.177644,3,0.75,4.5,10,1504,697.2,0.3,5,0.21,0.21,1.0,2.12,1.0
pseudoinverse,16,4,0.25,1.0,0.109838,65.6,0.01421,0.177644,3,0.75,4.5,10,1504,697.2,0.35,6,0.09,0.09,1.0,2.13,1.0
pseudoinverse,16,4,0.25,1.0,0.109838,65.6,0.01421,0.177644,3,0.75,4.5,10,1504,697.2,0.4,6,0.095,0.095,1.0,2.1,1.0
pseudoinverse,16,4,0.25,1.25,0.137297,69.5,0.004871,0.185943,3,0.75,3.88,8,472,2221.6,0.0,0,0.775,0.775,1.0,1.23,1.0
pseudoinverse,16,4,0.25,1.25,0.137297,69.5,0.004871,0.185943,3,0.75,3.88,8,472,2221.6,0.05,1,0.69,0.69,1.0,2.02,1.0
pseudoinverse,16,4,0.25,1.25,0.137297,69.5,0.004871,0.185943,3,0.75,3.88,8,472,2221.6,0.1,2,0.475,0.475,1.0,2.14,1.0
pseudoinverse,16,4,0.25,1.25,0.137297,69.5,0.004871,0.185943,3,0.75,3.88,8,472,2221.6,0.15,2,0.39,0.39,1.0,2.15,1.0
pseudoinverse,16,4,0.25,1.25,0.137297,69.5,0.004871,0.185943,3,0.75,3.88,8,472,2221.6,0.2,3,0.305,0.305,1.0,2.22,1.0
pseudoinverse,16,4,0.25,1.25,0.137297,69.5,0.004871,0.185943,3,0.75,3.88,8,472,2221.6,0.25,4,0.2,0.2,1.0,2.24,1.0
pseudoinverse,16,4,0.25,1.25,0.137297,69.5,0.004871,0.185943,3,0.75,3.88,8,472,2221.6,0.3,5,0.09,0.09,1.0,2.32,1.0
pseudoinverse,16,4,0.25,1.25,0.137297,69.5,0.004871,0.185943,3,0.75,3.88,8,472,2221.6,0.35,6,0.04,0.04,1.0,2.4,1.0
pseudoinverse,16,4,0.25,1.25,0.137297,69.5,0.004871,0.185943,3,0.75,3.88,8,472,2221.6,0.4,6,0.065,0.065,1.0,2.38,1.0
pseudoinverse,16,4,0.25,1.5,0.164757,78.9,0.039251,0.202695,2,0.5,2.38,3,92,11397.6,0.0,0,0.495,0.495,1.0,1.5,1.0
pseudoinverse,16,4,0.25,1.5,0.164757,78.9,0.039251,0.202695,2,0.5,2.38,3,92,11397.6,0.05,1,0.45,0.42,0.95,1.98,1.0
pseudoinverse,16,4,0.25,1.5,0.164757,78.9,0.039251,0.202695,2,0.5,2.38,3,92,11397.6,0.1,2,0.37,0.31,0.885,2.0,1.0
pseudoinverse,16,4,0.25,1.5,0.164757,78.9,0.039251,0.202695,2,0.5,2.38,3,92,11397.6,0.15,2,0.32,0.3,0.92,2.0,1.0
pseudoinverse,16,4,0.25,1.5,0.164757,78.9,0.039251,0.202695,2,0.5,2.38,3,92,11397.6,0.2,3,0.27,0.225,0.865,2.0,1.0
pseudoinverse,16,4,0.25,1.5,0.164757,78.9,0.039251,0.202695,2,0.5,2.38,3,92,11397.6,0.25,4,0.095,0.08,0.785,2.0,1.0
pseudoinverse,16,4,0.25,1.5,0.164757,78.9,0.039251,0.202695,2,0.5,2.38,3,92,11397.6,0.3,5,0.07,0.07,0.76,2.0,1.0
pseudoinverse,16,4,0.25,1.5,0.164757,78.9,0.039251,0.202695,2,0.5,2.38,3,92,11397.6,0.35,6,0.02,0.015,0.745,2.0,1.0
pseudoinverse,16,4,0.25,1.5,0.164757,78.9,0.039251,0.202695,2,0.5,2.38,3,92,11397.6,0.4,6,0.035,0.04,0.755,2.0,1.0
pseudoinverse,16,4,0.25,2.0,0.219676,89.8,0.068721,0.2397,0,0.0,0.62,2,29,36157.8,0.0,0,1.0,0.0,0.0,1.0,1.0
pseudoinverse,16,4,0.25,2.0,0.219676,89.8,0.068721,0.2397,0,0.0,0.62,2,29,36157.8,0.05,1,0.255,0.0,0.0,1.39,1.0
pseudoinverse,16,4,0.25,2.0,0.219676,89.8,0.068721,0.2397,0,0.0,0.62,2,29,36157.8,0.1,2,0.05,0.0,0.0,1.67,1.0
pseudoinverse,16,4,0.25,2.0,0.219676,89.8,0.068721,0.2397,0,0.0,0.62,2,29,36157.8,0.15,2,0.05,0.0,0.01,1.68,1.0
pseudoinverse,16,4,0.25,2.0,0.219676,89.8,0.068721,0.2397,0,0.0,0.62,2,29,36157.8,0.2,3,0.0,0.0,0.005,1.8,1.0
pseudoinverse,16,4,0.25,2.0,0.219676,89.8,0.068721,0.2397,0,0.0,0.62,2,29,36157.8,0.25,4,0.0,0.0,0.0,1.91,1.0
pseudoinverse,16,4,0.25,2.0,0.219676,89.8,0.068721,0.2397,0,0.0,0.62,2,29,36157.8,0.3,5,0.0,0.0,0.005,1.9,1.0
pseudoinverse,16,4,0.25,2.0,0.219676,89.8,0.068721,0.2397,0,0.0,0.62,2,29,36157.8,0.35,6,0.0,0.0,0.01,1.94,1.0
pseudoinverse,16,4,0.25,2.0,0.219676,89.8,0.068721,0.2397,0,0.0,0.62,2,29,36157.8,0.4,6,0.0,0.0,0.01,1.97,1.0
