experiment,mode,variant,pat_idx,eta,hamming_in,init_state,result_state,settled,settle_time,outcome,recalled_pat,correct
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
confusion_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True
