experiment,mode,variant,pat_idx,eta,hamming_in,init_state,result_state,settled,settle_time,outcome,recalled_pat,correct,src_pat,tgt_pat,interp_step
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0,0,fca6,fca6,True,0,correct,0,True,0,1,0
interp_depth,depth,,0,0.0625,1,fda6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,dca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fda6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,bca6,fca6,True,11,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca7,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,7ca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca7,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fcb6,fca6,True,5,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,dca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca4,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca4,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fda6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fea6,fca6,True,5,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,f8a6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca4,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fc86,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,bca6,fca6,True,11,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,dca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fcb6,fca6,True,5,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fc86,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fda6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,bca6,fca6,True,11,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,bca6,fca6,True,11,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fda6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca4,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fc86,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fea6,fca6,True,5,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,f8a6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca4,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,f8a6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,dca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,7ca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,7ca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,bca6,fca6,True,11,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,bca6,fca6,True,11,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,7ca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,7ca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fcb6,fca6,True,5,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca4,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fcb6,fca6,True,5,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fc86,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fea6,fca6,True,5,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca7,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,7ca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca7,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,bca6,fca6,True,11,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,dca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fda6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,f8a6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fea6,fca6,True,5,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,f8a6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fc86,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca7,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fc86,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,7ca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,bca6,fca6,True,11,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,bca6,fca6,True,11,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,dca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca4,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fc86,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,f8a6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,dca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,dca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca7,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,dca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fcb6,fca6,True,5,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,dca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,7ca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,f8a6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,f8a6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,bca6,fca6,True,11,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca4,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,7ca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,dca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca4,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca4,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fea6,fca6,True,5,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca4,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca4,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,bca6,fca6,True,11,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,bca6,fca6,True,11,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,7ca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fc86,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,f8a6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fc86,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,f8a6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fcb6,fca6,True,5,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca4,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,bca6,fca6,True,11,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fc86,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca7,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fcb6,fca6,True,5,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,7ca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca7,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fc86,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fda6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,7ca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,bca6,fca6,True,11,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,7ca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,f8a6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fea6,fca6,True,5,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,7ca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fea6,fca6,True,5,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fea6,fca6,True,5,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fc86,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fcb6,fca6,True,5,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,7ca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca7,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fda6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fcb6,fca6,True,5,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca4,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,7ca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,dca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fc86,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fc86,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fca4,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,dca6,fca6,True,4,correct,0,True,0,1,1
interp_depth,depth,,0,0.0625,1,fc86,fca6,True,4,correct,0,True,0,1,1
