experiment,mode,variant,pat_idx,eta,hamming_in,init_state,result_state,settled,settle_time,outcome,recalled_pat,correct,scheme,testset,n_classes,conflicts_G
r6_hd3,coloring,_colour6,2,0.0625,1,26b6,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a6b5,a6b6,True,18,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a6b3,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a6bf,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a6a7,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a697,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a6f7,a6b6,True,30,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a637,a6b6,True,18,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a7b7,a6b6,True,41,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a4b7,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a2b7,a6b6,True,18,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,aeb7,a6b6,True,44,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,b6b7,b6b6,False,1956,oscillated,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,86b7,a6b6,True,18,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,e6b7,a6b6,True,18,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,26b7,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a6b0,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a6bc,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a6a4,fca6,True,71,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a694,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a6f4,a6b6,True,30,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a634,a6b6,True,14,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a7b4,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a4b4,fca6,True,52,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a2b4,a6b6,True,14,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,aeb4,a6b6,True,14,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,b6b4,b6b6,False,1956,oscillated,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,86b4,a6b6,True,53,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,e6b4,a6b6,True,12,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,26b4,a6b6,True,89,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a6ba,e6fa,True,42,spurious,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a6a2,a6b6,True,31,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a692,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a6f2,e6fa,True,42,spurious,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a632,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a7b2,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a4b2,fca6,True,74,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a2b2,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,aeb2,a6b6,True,25,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,b6b2,a6b6,True,31,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,86b2,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,e6b2,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,26b2,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a6ae,a6b6,True,54,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a69e,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a6fe,e6fa,True,20,spurious,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a63e,a6b6,True,44,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a7be,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a4be,a6b6,True,58,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a2be,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,aebe,a6b6,True,25,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,b6be,a6b6,True,31,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,86be,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,e6be,a6b6,True,42,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,26be,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a686,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a6e6,a6b6,True,60,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a626,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a7a6,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a4a6,fca6,True,18,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a2a6,fca6,True,71,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,aea6,fca6,True,48,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,b6a6,fca6,True,71,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,86a6,fca6,True,71,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,e6a6,fca6,True,37,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,26a6,fca6,True,71,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a6d6,a6b6,True,30,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a616,a6b6,True,37,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a796,a797,True,18,spurious,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a496,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a296,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,ae96,a6b6,True,44,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,b696,b6b6,False,1956,oscillated,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,8696,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,e696,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,2696,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a676,e6fa,True,54,spurious,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a7f6,a6b6,True,30,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a4f6,e6fa,True,66,spurious,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a2f6,a6b6,True,30,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,aef6,a6b6,True,31,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,b6f6,a6b6,True,31,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,86f6,a6b6,True,30,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,e6f6,a6b6,True,42,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,26f6,a6b6,True,30,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a736,a797,True,20,spurious,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a436,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a236,a6b6,True,14,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,ae36,a6b6,True,14,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,b636,b6b6,False,1956,oscillated,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,8636,a6b6,True,18,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,e636,a6b6,True,14,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,2636,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a5b6,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a3b6,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,afb6,a6b6,True,44,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,b7b6,b6b6,False,1956,oscillated,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,87b6,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,e7b6,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,27b6,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,a0b6,fca6,True,52,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,acb6,fca6,True,48,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,b4b6,fca6,True,52,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,84b6,fca6,True,52,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,e4b6,fca6,True,20,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,24b6,fca6,True,52,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,aab6,a6b6,True,14,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,b2b6,b6b6,False,1956,oscillated,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,82b6,2b4,True,89,spurious,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,e2b6,a6b6,True,14,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,22b6,2b4,True,53,spurious,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,beb6,fca6,True,35,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,8eb6,a6b6,True,44,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,eeb6,a6b6,True,14,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,2eb6,a6b6,True,44,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,96b6,b6b6,False,1956,oscillated,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,f6b6,b6b6,False,1956,oscillated,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,36b6,b6b6,False,1956,oscillated,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,c6b6,a6b6,True,18,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,6b6,2b4,True,14,spurious,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.125,2,66b6,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a6b1,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a6bd,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a6a5,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a695,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a6f5,a6b6,True,30,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a635,a6b6,True,18,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a7b5,a6b6,True,41,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a4b5,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a2b5,a6b6,True,42,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,aeb5,a6b6,True,44,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,b6b5,b6b6,False,1956,oscillated,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,86b5,a6b6,True,53,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,e6b5,a6b6,True,18,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,26b5,a6b6,True,89,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a6bb,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a6a3,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a693,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a6f3,a6b6,True,50,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a633,a6b6,True,56,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a7b3,a6b6,True,41,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a4b3,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a2b3,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,aeb3,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,b6b3,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,86b3,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,e6b3,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,26b3,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a6af,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a69f,a6b6,True,41,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a6ff,a6b6,True,75,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a63f,a6b6,True,56,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a7bf,a6b6,True,41,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a4bf,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a2bf,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,aebf,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,b6bf,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,86bf,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,e6bf,a6b6,True,42,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,26bf,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a687,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a6e7,a6b6,True,31,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a627,a6b6,True,37,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a7a7,a6b6,True,41,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a4a7,fca6,True,18,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a2a7,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,aea7,a6b6,True,44,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,b6a7,b6b6,False,1956,oscillated,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,86a7,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,e6a7,fca6,True,54,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,26a7,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a6d7,a6b6,True,41,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a617,a797,True,24,spurious,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a797,a797,True,0,spurious,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a497,a6b6,True,41,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a297,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,ae97,a6b6,True,44,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,b697,b6b6,False,1956,oscillated,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,8697,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,e697,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,2697,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a677,a6b6,True,69,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a7f7,a6b6,True,41,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a4f7,a6b6,True,35,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a2f7,a6b6,True,30,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,aef7,a6b6,True,30,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,b6f7,a6b6,True,30,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,86f7,a6b6,True,30,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,e6f7,a6b6,True,42,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,26f7,a6b6,True,30,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a737,a797,True,20,spurious,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a437,a6b6,True,37,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a237,a6b6,True,18,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,ae37,a6b6,True,74,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,b637,b6b6,False,1956,oscillated,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,8637,a6b6,True,18,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,e637,a6b6,True,18,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,2637,a6b6,True,37,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a5b7,a6b6,True,41,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a3b7,a6b6,True,41,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,afb7,a6b6,True,44,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,b7b7,b6b6,False,1956,oscillated,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,87b7,a6b6,True,41,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,e7b7,a6b6,True,41,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,27b7,a6b6,True,41,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a0b7,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,acb7,a6b6,True,44,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,b4b7,fca6,True,86,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,84b7,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,e4b7,fca6,True,52,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,24b7,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,aab7,a6b6,True,44,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,b2b7,b6b6,False,1956,oscillated,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,82b7,2b4,True,89,spurious,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,e2b7,a6b6,True,18,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,22b7,2b4,True,53,spurious,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,beb7,fca6,True,52,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,8eb7,a6b6,True,44,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,eeb7,a6b6,True,44,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,2eb7,a6b6,True,44,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,96b7,b6b6,False,1956,oscillated,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,f6b7,b6b6,False,1956,oscillated,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,36b7,b6b6,False,1956,oscillated,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,c6b7,a6b6,True,18,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,6b7,2b4,True,42,spurious,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,66b7,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a6b8,e6fa,True,42,spurious,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a6a0,a6b6,True,31,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a690,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a6f0,e6fa,True,42,spurious,-1,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a630,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a7b0,a6b6,True,24,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a4b0,fca6,True,74,wrong_pattern,0,False,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a2b0,a6b6,True,42,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,aeb0,a6b6,True,25,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,b6b0,a6b6,True,31,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,86b0,a6b6,True,53,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,e6b0,a6b6,True,20,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,26b0,a6b6,True,89,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a6ac,a6b6,True,54,correct,2,True,colour6,hd3,6,0
r6_hd3,coloring,_colour6,2,0.1875,3,a69c,a6b6,True,24,correct,2,True,colour6,hd3,6,0
