experiment,mode,variant,pat_idx,eta,hamming_in,init_state,result_state,settled,settle_time,outcome,recalled_pat,correct,scheme,testset,n_classes,conflicts_G
r6_heavy,coloring,_colour6,1,0.45,10,c6e7,e6fa,True,60,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,5,52b7,12b4,False,1956,oscillated,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,31ac,58a4,True,76,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,918c,1b95,True,89,correct,1,True,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,6bd8,359,True,18,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,80d1,359,True,66,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,9,6b72,42f8,True,87,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,2,1bb4,58a4,True,58,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,8956,359,True,89,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,40b4,58a4,True,20,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,1de4,58a4,True,30,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,7cbd,fca6,True,89,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,4365,359,True,56,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,f2df,a6b6,True,64,wrong_pattern,2,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,3fce,bd07,True,89,wrong_pattern,3,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,9,a604,a6b6,True,37,wrong_pattern,2,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,9007,1905,True,89,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,c3a9,359,True,37,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,bdac,fca6,True,25,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,15f0,58a4,True,91,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,50c9,5949,True,74,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,11,c0fb,42f8,True,181,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,914d,5949,True,47,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,5,7a99,58a4,True,62,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,10bf,58a4,True,67,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,70f4,58a4,True,52,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,1a32,2b4,True,33,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,3,3b99,359,True,69,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,5636,58a4,True,60,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,9,6c3d,fca6,True,132,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,dc98,fca6,True,53,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,fdd3,bd07,True,50,wrong_pattern,3,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,d7b2,a6b6,True,29,wrong_pattern,2,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,aa5f,a75b,True,24,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,851f,a75b,True,49,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,8696,a6b6,True,20,wrong_pattern,2,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,b1b8,fca6,True,96,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,96cf,a75b,True,118,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,3,9a9d,2b4,True,41,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,5,58c5,58a4,True,62,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,9,4c9,359,True,66,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,fbb3,fca6,True,60,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,5,1134,58a4,True,69,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,fa35,fca6,True,59,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,9,b6be,a6b6,True,31,wrong_pattern,2,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,13a2,58a4,True,99,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,5ff,359,True,75,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,10,db6a,5949,True,89,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,10,ce2,58a4,True,49,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,8290,2b4,True,20,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,9,6dc0,fd4b,True,89,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,a811,a75b,True,75,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,9,b018,fd4b,True,74,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,1229,5949,True,74,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,3a82,58a4,True,53,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,9,f5d0,fd4b,True,65,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,128b,5949,True,108,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,a8b4,fca6,True,48,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,e3e,2b4,True,44,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,3d1e,bd07,True,62,wrong_pattern,3,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,5,195c,5949,True,20,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,4,99d7,1905,True,106,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,8584,fca6,True,119,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,4,8915,1b95,True,99,correct,1,True,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,2198,359,True,69,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,9,d1ab,5949,True,89,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,9,7c27,fca6,True,37,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,a3a4,a6b6,True,42,wrong_pattern,2,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,31a4,58a4,True,35,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,771e,a797,True,48,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,11,a6c8,e6fa,True,44,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,10,64d3,a75b,True,55,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,5,b9b7,fca6,True,48,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,5,da81,58a4,True,41,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,2ba8,42f8,True,89,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,2,1a15,1b95,True,24,correct,1,True,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,9,edf7,a6b6,True,74,wrong_pattern,2,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,77b6,b6b6,False,1956,oscillated,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,8235,2b4,True,37,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,a415,a797,True,24,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,5da7,58a4,True,42,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,12,676e,a75b,True,61,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,320d,359,True,79,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,1502,5949,True,77,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,b81c,fca6,True,59,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,b857,bd07,True,50,wrong_pattern,3,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,5,11c7,359,True,90,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,5db3,58a4,True,42,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,3593,bf97,True,44,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,fc15,bd07,True,64,wrong_pattern,3,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,9,c949,4949,False,1956,oscillated,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,10,bc5e,fd4b,True,41,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,3,bb91,a797,True,49,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,4,5f9f,1905,True,43,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,9,832e,2b4,True,89,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,11,69ea,4949,False,1956,oscillated,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,5,d98d,1905,True,25,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,db6,2b4,True,44,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,5,abd1,a75b,True,43,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,f78d,a75b,True,92,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,34dc,fca6,True,101,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,73dc,2b4,True,79,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,10,fce7,fca6,True,30,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,9,a75c,a75b,True,20,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,10,7073,5868,True,56,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,4,5b1f,359,True,101,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,a9c6,bf97,True,116,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,6,9ec4,fca6,True,53,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,5,5bfc,58a4,True,53,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,5,99b6,58a4,True,89,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,8,223c,2b4,True,44,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.45,7,3940,5949,True,42,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,a59,359,True,24,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,87df,a75b,True,20,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,ce51,a75b,True,76,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,9,e7e5,a6b6,True,90,wrong_pattern,2,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,b435,fca6,True,68,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,584c,5949,True,41,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,20d9,359,True,58,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,6a56,42f8,True,91,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,63b4,2b4,True,24,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,541f,359,True,111,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,3f56,a797,True,30,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,11,c55b,a75b,True,31,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,10,e516,bd07,True,64,wrong_pattern,3,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,7f75,a797,True,125,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,3,1b8c,58a4,True,85,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,ca87,58a4,True,89,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,c635,a6b6,True,73,wrong_pattern,2,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,d3cb,359,True,89,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,9,e72,42f8,True,42,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,10,a22c,e6fa,True,62,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,5,1dd3,1905,True,62,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,5,5281,58a4,True,80,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,9,87f8,e6fa,True,54,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,37f3,a75b,True,69,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,9c74,fca6,True,53,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,36a3,fca6,True,99,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,9,77f2,a6b6,True,61,wrong_pattern,2,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,25b9,a75b,True,89,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,4099,359,True,54,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,5806,58a4,True,37,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,11,68ee,58a4,True,53,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,bb69,a75b,True,59,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,3fa8,fca6,True,101,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,10,2c29,fd4b,True,89,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,6fe5,a6b6,True,93,wrong_pattern,2,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,9,d451,fd4b,True,73,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,5f7d,359,True,59,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,5,d31d,359,True,49,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,d10f,1905,True,89,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,13,6c6e,fc6a,True,33,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,db6,2b4,True,44,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,99ef,5949,True,106,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,9,6788,a75b,True,89,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,4,5b04,1905,True,43,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,9,b726,fca6,True,97,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,11,cc02,fca6,True,75,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,415f,359,True,31,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,eaf7,a6b6,True,40,wrong_pattern,2,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,2ac9,359,True,55,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,5,b91d,bd07,True,62,wrong_pattern,3,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,1c36,58a4,True,42,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,7f03,bd07,True,43,wrong_pattern,3,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,9,a001,a75b,True,60,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,10,ee47,a75b,True,96,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,10,b47d,fd4b,True,74,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,4,3a93,2b4,True,53,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,18b8,58a4,True,35,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,7c91,fca6,True,89,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,9aee,58a4,True,89,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,10,461a,2b4,True,70,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,1444,5949,True,54,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,3,13bd,2b4,True,41,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,5,53a1,58a4,True,68,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,9,f1c0,fd4b,True,59,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,9,c8ff,58a4,True,90,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,9,ae82,a6b6,True,60,wrong_pattern,2,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,63c4,359,True,91,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,10,f849,fd4b,True,42,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,6a53,359,True,76,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,10,ccf0,fca6,True,79,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,10,fc5c,fc6a,True,56,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,bf0d,bf97,True,75,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,2,1315,1b95,True,14,correct,1,True,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,ef9f,a797,True,42,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,2495,a6b6,True,89,wrong_pattern,2,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,9,79eb,5949,True,53,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,160c,58a4,True,115,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,b9a0,fca6,True,49,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,bbe2,fca6,True,74,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,11,478,42f8,True,25,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,c919,359,True,56,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,5014,58a4,True,50,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,11,a66d,a75b,True,43,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,d680,fca6,True,61,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,90c,359,True,93,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,3ccf,fd4b,True,67,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,10,94f8,e6fa,True,66,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,9789,a75b,True,78,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,5,2b92,2b4,True,53,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,cb23,359,True,101,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,bb5e,a75b,True,20,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,9,8d1a,a75b,True,56,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,b9c9,fd4b,True,14,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,cc6,58a4,True,49,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,9,face,fca6,True,53,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,281e,2b4,True,77,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,11,8408,a75b,True,77,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,259b,a75b,True,62,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,5,13d2,359,True,69,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,f79,359,True,20,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,4326,58a4,True,120,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,15,e46b,e46a,True,18,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,5,dba4,58a4,True,24,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,7bc3,1905,True,53,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,327,395,True,20,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,3405,bd07,True,89,wrong_pattern,3,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,2e41,a75b,True,89,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,ba53,a75b,True,43,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,10,6746,a75b,True,56,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,6ec4,fca6,True,89,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,7936,58a4,True,55,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,10,bcce,fca6,True,78,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,4303,359,True,43,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,5,b935,bd07,True,62,wrong_pattern,3,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,210,2b4,True,56,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,12,e424,fca6,True,18,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,9,a610,a6b6,True,56,wrong_pattern,2,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,5,117,395,True,37,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,7,fad9,a75b,True,70,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,4f8c,2b4,True,63,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,b3da,a75b,True,18,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,10,6416,fca6,True,64,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,2f52,a75b,True,24,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,6,ba98,a6b6,True,74,wrong_pattern,2,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,10,ec1c,a6b6,True,77,wrong_pattern,2,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,3,3e95,fca6,True,89,wrong_pattern,0,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,d1b2,58a4,True,89,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,9,55fb,5949,True,74,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,9dcb,fd4b,True,18,spurious,-1,False,colour6,heavy,6,0
r6_heavy,coloring,_colour6,1,0.5,8,be27,fca6,True,50,wrong_pattern,0,False,colour6,heavy,6,0
