experiment,mode,variant,pat_idx,eta,hamming_in,init_state,result_state,settled,settle_time,outcome,recalled_pat,correct,scheme,category,testset,delays,conflicts_G
r7_hd3,coloring,_perm00,0,0.0625,1,fca7,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.0625,1,fca4,fca6,True,12,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.0625,1,fca2,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.0625,1,fcae,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.0625,1,fcb6,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.0625,1,fc86,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.0625,1,fce6,fca6,True,14,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.0625,1,fc26,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.0625,1,fda6,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.0625,1,fea6,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.0625,1,f8a6,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.0625,1,f4a6,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.0625,1,eca6,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.0625,1,dca6,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.0625,1,bca6,fca6,True,12,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.0625,1,7ca6,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fca5,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fca3,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fcaf,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fcb7,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fc87,fca6,True,47,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fce7,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fc27,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fda7,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fea7,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f8a7,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f4a7,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,eca7,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,dca7,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,bca7,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,7ca7,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fca0,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fcac,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fcb4,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fc84,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fce4,fca6,True,14,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fc24,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fda4,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fea4,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f8a4,fca6,True,41,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f4a4,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,eca4,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,dca4,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,bca4,fca6,True,12,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,7ca4,58a4,True,56,spurious,-1,False,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fcaa,fca6,True,72,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fcb2,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fc82,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fce2,fca6,True,43,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fc22,fca6,True,62,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fda2,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fea2,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f8a2,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f4a2,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,eca2,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,dca2,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,bca2,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,7ca2,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fcbe,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fc8e,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fcee,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fc2e,fca6,True,56,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fdae,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,feae,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f8ae,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f4ae,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,ecae,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,dcae,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,bcae,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,7cae,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fc96,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fcf6,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fc36,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fdb6,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,feb6,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f8b6,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f4b6,fca6,True,43,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,ecb6,fca6,True,41,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,dcb6,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,bcb6,fca6,True,35,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,7cb6,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fcc6,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fc06,fca6,True,79,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fd86,fca6,True,53,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fe86,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f886,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f486,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,ec86,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,dc86,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,bc86,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,7c86,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fc66,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fde6,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fee6,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f8e6,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f4e6,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,ece6,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,dce6,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,bce6,fca6,True,14,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,7ce6,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fd26,fca6,True,60,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,fe26,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f826,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f426,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,ec26,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,dc26,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,bc26,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,7c26,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,ffa6,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f9a6,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f5a6,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,eda6,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,dda6,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,bda6,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,7da6,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,faa6,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f6a6,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,eea6,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,dea6,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,bea6,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,7ea6,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,f0a6,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,e8a6,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,d8a6,fca6,True,56,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,b8a6,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,78a6,58a4,True,18,spurious,-1,False,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,e4a6,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,d4a6,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,b4a6,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,74a6,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,cca6,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,aca6,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,6ca6,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,9ca6,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,5ca6,58a4,True,41,spurious,-1,False,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.125,2,3ca6,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fca1,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fcad,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fcb5,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fc85,fca6,True,47,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fce5,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fc25,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fda5,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fea5,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,f8a5,fca6,True,41,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,f4a5,fca6,True,20,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,eca5,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,dca5,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,bca5,fca6,True,18,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,7ca5,58a4,True,56,spurious,-1,False,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fcab,fc6a,True,20,spurious,-1,False,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fcb3,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fc83,fd4b,True,98,spurious,-1,False,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fce3,fca6,True,66,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fc23,fd4b,True,76,spurious,-1,False,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fda3,fca6,True,66,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fea3,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,f8a3,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,f4a3,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,eca3,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,dca3,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,bca3,fca6,True,31,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,7ca3,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fcbf,fca6,True,30,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fc8f,fca6,True,83,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fcef,fca6,True,46,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fc2f,fd4b,True,105,spurious,-1,False,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,fdaf,fca6,True,66,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,feaf,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,f8af,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,f4af,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
r7_hd3,coloring,_perm00,0,0.1875,3,ecaf,fca6,True,24,correct,0,True,perm00,colour+incommens,hd3,"[11, 19, 17, 29, 23, 13]",0
