experiment,mode,variant,pat_idx,eta,hamming_in,init_state,result_state,settled,settle_time,outcome,recalled_pat,correct,k_correct
partial_depth,depth,,0,0.5,8,7c79,7d49,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.75,12,631b,235b,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.3125,5,e5e7,fc6a,True,14,spurious,-1,False,0
partial_depth,depth,,0,0.5625,9,57cc,58a4,True,17,spurious,-1,False,0
partial_depth,depth,,0,0.5625,9,2642,a75b,True,7,spurious,-1,False,0
partial_depth,depth,,0,0.5625,9,2021,359,True,14,spurious,-1,False,0
partial_depth,depth,,0,0.5625,9,45c0,5868,True,9,spurious,-1,False,0
partial_depth,depth,,0,0.5,8,5891,58a4,True,7,spurious,-1,False,0
partial_depth,depth,,0,0.625,10,aa69,a359,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.6875,11,4240,359,True,15,spurious,-1,False,0
partial_depth,depth,,0,0.625,10,8f98,c6f8,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.6875,11,574d,5949,True,17,spurious,-1,False,0
partial_depth,depth,,0,0.625,10,8334,395,True,9,spurious,-1,False,0
partial_depth,depth,,0,0.25,4,bc64,fca6,True,11,correct,0,True,0
partial_depth,depth,,0,0.4375,7,7a7e,786a,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.4375,7,cf0e,bd07,True,16,wrong_pattern,3,False,0
partial_depth,depth,,0,0.25,4,dd36,bd07,True,15,wrong_pattern,3,False,0
partial_depth,depth,,0,0.375,6,f707,bd07,True,13,wrong_pattern,3,False,0
partial_depth,depth,,0,0.375,6,9867,9907,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.3125,5,f592,fca6,True,18,correct,0,True,0
partial_depth,depth,,0,0.5625,9,11b3,2b4,True,17,spurious,-1,False,0
partial_depth,depth,,0,0.3125,5,f9c2,fca6,True,16,correct,0,True,0
partial_depth,depth,,0,0.375,6,ee28,fc6a,True,17,spurious,-1,False,0
partial_depth,depth,,0,0.25,4,6d86,fca6,True,7,correct,0,True,0
partial_depth,depth,,0,0.6875,11,823d,359,True,16,spurious,-1,False,0
partial_depth,depth,,0,0.4375,7,d7c4,dca4,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.3125,5,d0e4,58a4,True,7,spurious,-1,False,0
partial_depth,depth,,0,0.25,4,e8e2,fca6,True,11,correct,0,True,0
partial_depth,depth,,0,0.5625,9,bf39,a75b,True,17,spurious,-1,False,0
partial_depth,depth,,0,0.4375,7,adc0,e6fa,True,17,spurious,-1,False,0
partial_depth,depth,,0,0.375,6,d907,9907,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.4375,7,7454,3d05,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.625,10,917f,835b,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.625,10,470c,359,True,15,spurious,-1,False,0
partial_depth,depth,,0,0.5,8,609f,62fa,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.625,10,6713,a75b,True,14,spurious,-1,False,0
partial_depth,depth,,0,0.5625,9,6fb9,36b4,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.4375,7,6f97,b797,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5,8,9be5,58a4,True,15,spurious,-1,False,0
partial_depth,depth,,0,0.625,10,a24c,a359,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.75,12,23c1,395,True,21,spurious,-1,False,0
partial_depth,depth,,0,0.3125,5,f287,fca6,True,17,correct,0,True,0
partial_depth,depth,,0,0.4375,7,e50a,fd4b,True,7,spurious,-1,False,0
partial_depth,depth,,0,0.375,6,58a8,58a4,True,11,spurious,-1,False,0
partial_depth,depth,,0,0.6875,11,3ab,2b4,True,13,spurious,-1,False,0
partial_depth,depth,,0,0.4375,7,4eea,56ea,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.6875,11,2393,2397,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.375,6,fb16,bd07,True,13,wrong_pattern,3,False,0
partial_depth,depth,,0,0.375,6,6627,fd4b,True,19,spurious,-1,False,0
partial_depth,depth,,0,0.4375,7,d41f,bd07,True,16,wrong_pattern,3,False,0
partial_depth,depth,,0,0.4375,7,9a46,9907,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.6875,11,611d,359,True,15,spurious,-1,False,0
partial_depth,depth,,0,0.5,8,53b7,ab4,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.75,12,131a,359,True,7,spurious,-1,False,0
partial_depth,depth,,0,0.5625,9,7275,1905,True,17,spurious,-1,False,0
partial_depth,depth,,0,0.3125,5,ade7,a6b6,True,17,wrong_pattern,2,False,0
partial_depth,depth,,0,0.375,6,4df6,5ca6,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.625,10,2008,359,True,7,spurious,-1,False,0
partial_depth,depth,,0,0.5,8,36c5,2eb4,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.6875,11,6ad9,42f8,True,7,spurious,-1,False,0
partial_depth,depth,,0,0.375,6,f461,fd4b,True,7,spurious,-1,False,0
partial_depth,depth,,0,0.5625,9,86a9,c6f8,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.625,10,1654,359,True,16,spurious,-1,False,0
partial_depth,depth,,0,0.375,6,7be7,78a6,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5,8,74d8,6cf8,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5,8,e160,f949,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.4375,7,44e3,5c6a,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.4375,7,e8c1,f8a4,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.3125,5,38b7,78a6,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5,8,d22b,c94b,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.6875,11,427f,359,True,14,spurious,-1,False,0
partial_depth,depth,,0,0.4375,7,ad4e,f54b,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.25,4,7e84,7ca4,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5,8,60bd,42f8,True,15,spurious,-1,False,0
partial_depth,depth,,0,0.5625,9,9a31,395,True,9,spurious,-1,False,0
partial_depth,depth,,0,0.3125,5,18e6,58a4,True,11,spurious,-1,False,0
partial_depth,depth,,0,0.4375,7,a2e2,a6b6,True,16,wrong_pattern,2,False,0
partial_depth,depth,,0,0.5,8,f039,e949,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.6875,11,814f,835b,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.75,12,2658,2759,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.375,6,fd43,fd4b,True,6,spurious,-1,False,0
partial_depth,depth,,0,0.375,6,69b4,58a4,True,14,spurious,-1,False,0
partial_depth,depth,,0,0.375,6,f220,f824,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5,8,6577,a75b,True,15,spurious,-1,False,0
partial_depth,depth,,0,0.8125,13,579,359,True,5,spurious,-1,False,0
partial_depth,depth,,0,0.625,10,1661,359,True,18,spurious,-1,False,0
partial_depth,depth,,0,0.8125,13,4779,359,True,11,spurious,-1,False,0
partial_depth,depth,,0,0.5,8,d781,9f05,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.6875,11,474c,359,True,15,spurious,-1,False,0
partial_depth,depth,,0,0.4375,7,a067,a75b,True,14,spurious,-1,False,0
partial_depth,depth,,0,0.375,6,2aa4,12b4,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5625,9,1123,4949,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.4375,7,3736,af97,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.625,10,1691,2b4,True,7,spurious,-1,False,0
partial_depth,depth,,0,0.5625,9,be5b,a75b,True,7,spurious,-1,False,0
partial_depth,depth,,0,0.75,12,1218,359,True,7,spurious,-1,False,0
partial_depth,depth,,0,0.6875,11,2b40,359,True,16,spurious,-1,False,0
partial_depth,depth,,0,0.4375,7,546f,5d4b,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.625,10,5161,5949,True,7,spurious,-1,False,0
partial_depth,depth,,0,0.5,8,3dcb,bd07,True,9,wrong_pattern,3,False,0
partial_depth,depth,,0,0.375,6,998e,d8a6,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.625,10,916b,c94b,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.4375,7,e868,f068,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.6875,11,615f,235b,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5,8,c060,4068,True,6,spurious,-1,False,0
partial_depth,depth,,0,0.5,8,3e68,66f8,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.375,6,3ece,fca6,True,15,correct,0,True,0
partial_depth,depth,,0,0.5625,9,366b,a75b,True,17,spurious,-1,False,0
partial_depth,depth,,0,0.625,10,8777,a75b,True,12,spurious,-1,False,0
partial_depth,depth,,0,0.4375,7,5bbe,58a4,True,6,spurious,-1,False,0
partial_depth,depth,,0,0.4375,7,c814,1905,True,15,spurious,-1,False,0
partial_depth,depth,,0,0.5,8,9737,af97,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5,8,77bb,aeb6,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5625,9,c3c2,c2fa,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5625,9,1fd2,6b6,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.4375,7,73be,2ab6,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5,8,39d2,78a6,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5,8,a120,a359,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.625,10,42cf,42f8,True,15,spurious,-1,False,0
partial_depth,depth,,0,0.375,6,b493,a6b6,True,17,wrong_pattern,2,False,0
partial_depth,depth,,0,0.5625,9,15a9,42f8,True,17,spurious,-1,False,0
partial_depth,depth,,0,0.5625,9,5b6a,5949,True,7,spurious,-1,False,0
partial_depth,depth,,0,0.5,8,96f3,a6b6,True,17,wrong_pattern,2,False,0
partial_depth,depth,,0,0.4375,7,bf56,a797,True,9,spurious,-1,False,0
partial_depth,depth,,0,0.5,8,8d3c,8759,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.6875,11,237e,235b,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.75,12,8951,359,True,16,spurious,-1,False,0
partial_depth,depth,,0,0.5625,9,3f68,2759,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5,8,3021,4949,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.3125,5,f923,fd4b,True,11,spurious,-1,False,0
partial_depth,depth,,0,0.5,8,359f,a797,True,17,spurious,-1,False,0
partial_depth,depth,,0,0.6875,11,b0c,359,True,21,spurious,-1,False,0
partial_depth,depth,,0,0.5625,9,d7cb,a75b,True,21,spurious,-1,False,0
partial_depth,depth,,0,0.4375,7,ec7d,fd4b,True,17,spurious,-1,False,0
partial_depth,depth,,0,0.5,8,d0cd,58a4,True,16,spurious,-1,False,0
partial_depth,depth,,0,0.625,10,172b,75b,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5625,9,e16d,a359,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5,8,ef0d,fd4b,True,21,spurious,-1,False,0
partial_depth,depth,,0,0.625,10,6939,5949,True,17,spurious,-1,False,0
partial_depth,depth,,0,0.6875,11,501,359,True,11,spurious,-1,False,0
partial_depth,depth,,0,0.5625,9,8785,8795,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5625,9,45f3,46fa,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5625,9,43f,75b,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.375,6,96b2,a6b6,True,7,wrong_pattern,2,False,0
partial_depth,depth,,0,0.5625,9,5fc1,1905,True,11,spurious,-1,False,0
partial_depth,depth,,0,0.4375,7,f29f,aeb6,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5,8,706d,5949,True,7,spurious,-1,False,0
partial_depth,depth,,0,0.5,8,6183,794b,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.5,8,5dd3,5d4b,False,740,oscillated,-1,False,0
partial_depth,depth,,0,0.4375,7,387e,78a6,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.3125,5,bbc7,bf07,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5625,9,6265,359,True,15,spurious,-1,False,0
partial_depth,depth,,1,0.5,8,102f,4949,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5,8,9056,835b,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5,8,a7a1,a6b6,True,7,wrong_pattern,2,False,0
partial_depth,depth,,1,0.375,6,7a1f,3907,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5625,9,a159,a359,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5625,9,d4b6,fca6,True,11,wrong_pattern,0,False,0
partial_depth,depth,,1,0.75,12,70ea,686a,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5625,9,45fc,40f8,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.625,10,34f8,66f8,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5625,9,2571,2759,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5,8,ff33,fd4b,True,18,spurious,-1,False,0
partial_depth,depth,,1,0.3125,5,10b1,2b4,True,17,spurious,-1,False,0
partial_depth,depth,,1,0.5,8,41d2,42f8,True,15,spurious,-1,False,0
partial_depth,depth,,1,0.625,10,94ab,e6fa,True,16,spurious,-1,False,0
partial_depth,depth,,1,0.6875,11,fc3e,fc6a,True,21,spurious,-1,False,0
partial_depth,depth,,1,0.375,6,bd9f,bd17,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5625,9,82e0,2b4,True,16,spurious,-1,False,0
partial_depth,depth,,1,0.75,12,f628,fc6a,True,17,spurious,-1,False,0
partial_depth,depth,,1,0.625,10,a48f,a6b6,True,7,wrong_pattern,2,False,0
partial_depth,depth,,1,0.5625,9,4553,75b,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.4375,7,7f1e,fd4b,True,18,spurious,-1,False,0
partial_depth,depth,,1,0.75,12,e5e6,fca6,True,17,wrong_pattern,0,False,0
partial_depth,depth,,1,0.25,4,7b9f,3907,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.3125,5,19e1,58a4,True,14,spurious,-1,False,0
partial_depth,depth,,1,0.4375,7,837d,359,True,6,spurious,-1,False,0
partial_depth,depth,,1,0.6875,11,af6b,a75b,True,14,spurious,-1,False,0
partial_depth,depth,,1,0.6875,11,d43b,fd4b,True,17,spurious,-1,False,0
partial_depth,depth,,1,0.6875,11,2d62,f54b,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.4375,7,95d0,c6f8,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.625,10,40ce,5868,True,9,spurious,-1,False,0
partial_depth,depth,,1,0.4375,7,7e86,fca6,True,5,wrong_pattern,0,False,0
partial_depth,depth,,1,0.5,8,35a,359,True,4,spurious,-1,False,0
partial_depth,depth,,1,0.75,12,f479,ed4b,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.375,6,db74,5949,True,18,spurious,-1,False,0
partial_depth,depth,,1,0.625,10,7471,6d49,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.4375,7,4aaf,58a4,True,16,spurious,-1,False,0
partial_depth,depth,,1,0.375,6,f39,359,True,7,spurious,-1,False,0
partial_depth,depth,,1,0.5,8,94f4,8eb4,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.625,10,75ae,fca6,True,7,wrong_pattern,0,False,0
partial_depth,depth,,1,0.375,6,349d,2eb4,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.6875,11,6c64,7c24,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.4375,7,abf0,a2b4,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5,8,bcdc,fca6,True,15,wrong_pattern,0,False,0
partial_depth,depth,,1,0.6875,11,e279,a359,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5,8,ffb8,fca6,True,11,wrong_pattern,0,False,0
partial_depth,depth,,1,0.5625,9,288a,62fa,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.4375,7,8f47,a75b,True,21,spurious,-1,False,0
partial_depth,depth,,1,0.375,6,993c,1905,True,15,spurious,-1,False,0
partial_depth,depth,,1,0.75,12,e45f,a75b,True,15,spurious,-1,False,0
partial_depth,depth,,1,0.4375,7,951f,a75b,True,21,spurious,-1,False,0
partial_depth,depth,,1,0.3125,5,dbf4,58a4,True,6,spurious,-1,False,0
partial_depth,depth,,1,0.625,10,eaba,b6b6,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.4375,7,10e1,42f8,True,16,spurious,-1,False,0
partial_depth,depth,,1,0.625,10,9402,ed4b,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.3125,5,2981,395,True,17,spurious,-1,False,0
partial_depth,depth,,1,0.5625,9,8c56,a75b,True,17,spurious,-1,False,0
partial_depth,depth,,1,0.5625,9,53ea,4ae8,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.6875,11,f58a,fca6,True,16,wrong_pattern,0,False,0
partial_depth,depth,,1,0.4375,7,51a0,58a4,True,7,spurious,-1,False,0
partial_depth,depth,,1,0.4375,7,3206,2b97,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5,8,27be,a6b6,True,6,wrong_pattern,2,False,0
partial_depth,depth,,1,0.625,10,6afa,62fa,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5,8,490e,5949,True,17,spurious,-1,False,0
partial_depth,depth,,1,0.3125,5,1a06,1b05,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.625,10,a6cc,a6b6,True,17,wrong_pattern,2,False,0
partial_depth,depth,,1,0.5,8,b455,a75b,True,21,spurious,-1,False,0
partial_depth,depth,,1,0.5,8,67a7,fca6,True,17,wrong_pattern,0,False,0
partial_depth,depth,,1,0.6875,11,dc60,dc68,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.4375,7,f30d,f949,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5625,9,f9cb,fd4b,True,9,spurious,-1,False,0
partial_depth,depth,,1,0.4375,7,7ad2,78a6,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5625,9,ed19,fd4b,True,17,spurious,-1,False,0
partial_depth,depth,,1,0.5,8,e9df,a75b,True,30,spurious,-1,False,0
partial_depth,depth,,1,0.4375,7,4930,1905,True,17,spurious,-1,False,0
partial_depth,depth,,1,0.5625,9,a2cf,a6b6,True,13,wrong_pattern,2,False,0
partial_depth,depth,,1,0.5625,9,a5d9,a75b,True,9,spurious,-1,False,0
partial_depth,depth,,1,0.6875,11,ecbe,fca6,True,16,wrong_pattern,0,False,0
partial_depth,depth,,1,0.375,6,792,6b6,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5,8,5e23,5d4b,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.4375,7,5e03,1d07,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.4375,7,babe,a6b6,True,7,wrong_pattern,2,False,0
partial_depth,depth,,1,0.625,10,6050,359,True,15,spurious,-1,False,0
partial_depth,depth,,1,0.1875,3,4a95,12b4,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5,8,300c,4949,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.375,6,5514,1905,True,13,spurious,-1,False,0
partial_depth,depth,,1,0.5,8,3f2e,bd07,True,15,wrong_pattern,3,False,0
partial_depth,depth,,1,0.4375,7,57af,5ca6,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.625,10,f173,fd4b,True,17,spurious,-1,False,0
partial_depth,depth,,1,0.375,6,4a89,58a4,True,17,spurious,-1,False,0
partial_depth,depth,,1,0.6875,11,4467,5d4b,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.375,6,a47,359,True,21,spurious,-1,False,0
partial_depth,depth,,1,0.3125,5,2bf4,2b4,True,7,spurious,-1,False,0
partial_depth,depth,,1,0.625,10,455b,75b,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.375,6,83f4,2b4,True,6,spurious,-1,False,0
partial_depth,depth,,1,0.4375,7,d2c7,d8a6,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.375,6,bea5,fca6,True,15,wrong_pattern,0,False,0
partial_depth,depth,,1,0.5625,9,50fe,58a4,True,21,spurious,-1,False,0
partial_depth,depth,,1,0.5625,9,7647,bd07,True,16,wrong_pattern,3,False,0
partial_depth,depth,,1,0.625,10,2962,714b,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.25,4,5b80,58a4,True,7,spurious,-1,False,0
partial_depth,depth,,1,0.5625,9,4960,5949,True,7,spurious,-1,False,0
partial_depth,depth,,1,0.6875,11,aeaa,a6b6,True,21,wrong_pattern,2,False,0
partial_depth,depth,,1,0.375,6,99,2b4,True,13,spurious,-1,False,0
partial_depth,depth,,1,0.625,10,fe52,fd4b,True,7,spurious,-1,False,0
partial_depth,depth,,1,0.4375,7,5b22,5949,True,13,spurious,-1,False,0
partial_depth,depth,,1,0.6875,11,a03e,e6fa,True,11,spurious,-1,False,0
partial_depth,depth,,1,0.4375,7,5241,5949,True,17,spurious,-1,False,0
partial_depth,depth,,1,0.625,10,eda0,fca6,True,7,wrong_pattern,0,False,0
partial_depth,depth,,1,0.375,6,9275,359,True,16,spurious,-1,False,0
partial_depth,depth,,1,0.375,6,3137,2917,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.3125,5,5b33,5949,True,18,spurious,-1,False,0
partial_depth,depth,,1,0.5625,9,cf08,d549,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.625,10,c6f0,c6f8,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.6875,11,aa2a,e6fa,True,13,spurious,-1,False,0
partial_depth,depth,,1,0.5,8,b62,359,True,18,spurious,-1,False,0
partial_depth,depth,,1,0.6875,11,8438,c6f8,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.625,10,72e2,78a6,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.375,6,4f37,1d07,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.4375,7,520c,1905,True,17,spurious,-1,False,0
partial_depth,depth,,1,0.5625,9,b5cc,e6fa,True,17,spurious,-1,False,0
partial_depth,depth,,1,0.5625,9,f9fb,fc6a,True,9,spurious,-1,False,0
partial_depth,depth,,1,0.5,8,1c8,42f8,True,15,spurious,-1,False,0
partial_depth,depth,,1,0.625,10,2424,7ca4,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5,8,5033,1905,True,17,spurious,-1,False,0
partial_depth,depth,,1,0.3125,5,2ab1,2b4,True,7,spurious,-1,False,0
partial_depth,depth,,1,0.5,8,f91b,fd4b,True,6,spurious,-1,False,0
partial_depth,depth,,1,0.4375,7,ff75,fd4b,True,18,spurious,-1,False,0
partial_depth,depth,,1,0.375,6,228d,2b4,True,7,spurious,-1,False,0
partial_depth,depth,,1,0.5,8,6f21,3d05,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.4375,7,7afc,58a4,True,11,spurious,-1,False,0
partial_depth,depth,,1,0.375,6,1239,359,True,7,spurious,-1,False,0
partial_depth,depth,,1,0.4375,7,9a7f,8317,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5,8,2f08,2759,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.625,10,8769,8759,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5,8,75cd,7d49,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5,8,b323,a75b,True,21,spurious,-1,False,0
partial_depth,depth,,1,0.625,10,545e,4d4b,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.375,6,1a8a,58a4,True,15,spurious,-1,False,0
partial_depth,depth,,1,0.5625,9,80e7,82b6,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5625,9,b1ce,e6fa,True,17,spurious,-1,False,0
partial_depth,depth,,1,0.625,10,355a,a75b,True,14,spurious,-1,False,0
partial_depth,depth,,1,0.375,6,4705,5949,True,19,spurious,-1,False,0
partial_depth,depth,,1,0.5625,9,557f,4d4b,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.5,8,609f,62fa,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.375,6,2111,359,True,11,spurious,-1,False,0
partial_depth,depth,,1,0.4375,7,1437,f97,False,740,oscillated,-1,False,0
partial_depth,depth,,1,0.4375,7,122c,58a4,True,30,spurious,-1,False,0
partial_depth,depth,,1,0.5625,9,8050,359,True,7,spurious,-1,False,0
partial_depth,depth,,2,0.5,8,e08b,fc6a,True,9,spurious,-1,False,0
partial_depth,depth,,2,0.5625,9,f9de,fca6,True,12,wrong_pattern,0,False,0
partial_depth,depth,,2,0.5,8,6428,7c68,False,740,oscillated,-1,False,0
partial_depth,depth,,2,0.5,8,c499,c6f8,False,740,oscillated,-1,False,0
partial_depth,depth,,2,0.8125,13,cd49,d549,False,740,oscillated,-1,False,0
partial_depth,depth,,2,0.6875,11,911,359,True,21,spurious,-1,False,0
partial_depth,depth,,2,0.625,10,dcdb,fc6a,True,9,spurious,-1,False,0
partial_depth,depth,,2,0.625,10,55a8,58a4,True,12,spurious,-1,False,0
partial_depth,depth,,2,0.625,10,4b10,1905,True,16,spurious,-1,False,0
partial_depth,depth,,2,0.5625,9,9fcf,bf07,False,740,oscillated,-1,False,0
partial_depth,depth,,2,0.5,8,d832,d826,False,740,oscillated,-1,False,0
partial_depth,depth,,2,0.625,10,99ad,58a4,True,14,spurious,-1,False,0
partial_depth,depth,,2,0.6875,11,fb0d,f949,False,740,oscillated,-1,False,0
partial_depth,depth,,2,0.4375,7,3ba4,58a4,True,15,spurious,-1,False,0
partial_depth,depth,,2,0.5625,9,8865,5149,False,740,oscillated,-1,False,0
partial_depth,depth,,2,0.5625,9,3d64,3d05,False,740,oscillated,-1,False,0
partial_depth,depth,,2,0.6875,11,5e68,5868,True,5,spurious,-1,False,0
partial_depth,depth,,2,0.6875,11,ca48,5149,False,740,oscillated,-1,False,0
partial_depth,depth,,2,0.25,4,87a7,a6b6,True,7,correct,2,True,0
partial_depth,depth,,2,0.4375,7,1714,b95,False,740,oscillated,-1,False,0
partial_depth,depth,,2,0.375,6,7e3e,fc6a,True,21,spurious,-1,False,0
partial_depth,depth,,2,0.375,6,2a1e,235b,False,740,oscillated,-1,False,0
partial_depth,depth,,2,0.5,8,370f,a75b,True,21,spurious,-1,False,0
partial_depth,depth,,2,0.375,6,f3f4,aab4,False,740,oscillated,-1,False,0
partial_depth,depth,,2,0.5,8,24e9,66f8,False,740,oscillated,-1,False,0
partial_depth,depth,,2,0.5,8,d6eb,eeea,False,740,oscillated,-1,False,0
partial_depth,depth,,2,0.4375,7,b887,fca6,True,12,wrong_pattern,0,False,0
partial_depth,depth,,2,0.375,6,833c,359,True,16,spurious,-1,False,0
partial_depth,depth,,2,0.6875,11,19df,1915,False,740,oscillated,-1,False,0
partial_depth,depth,,2,0.5625,9,d48b,fca6,True,16,wrong_pattern,0,False,0
partial_depth,depth,,2,0.375,6,a5da,e6fa,True,15,spurious,-1,False,0
partial_depth,depth,,2,0.4375,7,57bc,ab4,False,740,oscillated,-1,False,0
partial_depth,depth,,2,0.6875,11,1c89,58a4,True,14,spurious,-1,False,0
partial_depth,depth,,2,0.5,8,fdbb,fca6,True,12,wrong_pattern,0,False,0
