experiment,mode,variant,pat_idx,eta,hamming_in,init_state,result_state,settled,settle_time,outcome,recalled_pat,correct,k_correct
partial_depth,depth,,2,0.4375,7,ba52,a797,True,14,spurious,-1,False,4
partial_depth,depth,,2,0.1875,3,86bc,86b4,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.3125,5,67bc,66f8,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.375,6,f487,fca6,True,7,wrong_pattern,0,False,4
partial_depth,depth,,2,0.375,6,2270,42f8,True,16,spurious,-1,False,4
partial_depth,depth,,2,0.25,4,a6ab,a6b6,True,17,correct,2,True,4
partial_depth,depth,,2,0.25,4,a277,a75b,True,16,spurious,-1,False,4
partial_depth,depth,,2,0.375,6,241c,2759,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.25,4,7b7,6b6,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.3125,5,94f4,8eb4,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.5,8,18ae,58a4,True,11,spurious,-1,False,4
partial_depth,depth,,2,0.4375,7,2e7b,a75b,True,7,spurious,-1,False,4
partial_depth,depth,,2,0.4375,7,a544,a75b,True,11,spurious,-1,False,4
partial_depth,depth,,2,0.5625,9,bc5d,bd07,True,15,wrong_pattern,3,False,4
partial_depth,depth,,2,0.375,6,866c,c6f8,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.3125,5,b47e,e6fa,True,13,spurious,-1,False,4
partial_depth,depth,,2,0.375,6,ab30,a359,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.375,6,6e1e,bd07,True,17,wrong_pattern,3,False,4
partial_depth,depth,,2,0.1875,3,e6d6,e6fa,True,16,spurious,-1,False,4
partial_depth,depth,,2,0.25,4,e693,e6fa,True,17,spurious,-1,False,4
partial_depth,depth,,2,0.4375,7,9267,835b,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.3125,5,6e9e,b6b6,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.375,6,6d0,2b4,True,11,spurious,-1,False,4
partial_depth,depth,,2,0.1875,3,22b2,22b6,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.3125,5,2733,a75b,True,12,spurious,-1,False,4
partial_depth,depth,,2,0.3125,5,bfb0,a6b6,True,7,correct,2,True,4
partial_depth,depth,,2,0.1875,3,a2bf,a6b6,True,6,correct,2,True,4
partial_depth,depth,,2,0.5,8,4d94,58a4,True,17,spurious,-1,False,4
partial_depth,depth,,2,0.5625,9,230d,359,True,11,spurious,-1,False,4
partial_depth,depth,,2,0.3125,5,14a6,5ca6,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.375,6,2e52,a75b,True,7,spurious,-1,False,4
partial_depth,depth,,2,0.5625,9,dbe7,d8a6,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.4375,7,2df3,e6fa,True,17,spurious,-1,False,4
partial_depth,depth,,2,0.5,8,761d,3d05,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.3125,5,9ea4,dca4,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.4375,7,9a74,2b4,True,9,spurious,-1,False,4
partial_depth,depth,,2,0.375,6,d732,bd07,True,17,wrong_pattern,3,False,4
partial_depth,depth,,2,0.3125,5,8a3e,82b6,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.1875,3,b5b6,aeb6,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.375,6,9e74,dca4,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.625,10,4891,58a4,True,18,spurious,-1,False,4
partial_depth,depth,,2,0.375,6,3615,2f95,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.5,8,988e,d8a6,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.3125,5,efb5,b6b6,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.625,10,1e6b,75b,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.125,2,a6bc,a6b6,True,6,correct,2,True,4
partial_depth,depth,,2,0.4375,7,e525,fd4b,True,7,spurious,-1,False,4
partial_depth,depth,,2,0.375,6,8c3f,a75b,True,17,spurious,-1,False,4
partial_depth,depth,,2,0.4375,7,461f,75b,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.375,6,98be,d8a6,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.5,8,f2db,e6fa,True,7,spurious,-1,False,4
partial_depth,depth,,2,0.5625,9,7122,3907,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.375,6,bb97,bf97,True,4,spurious,-1,False,4
partial_depth,depth,,2,0.25,4,a793,a797,True,6,spurious,-1,False,4
partial_depth,depth,,2,0.1875,3,a8b6,b6b6,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.375,6,a172,a75b,True,7,spurious,-1,False,4
partial_depth,depth,,2,0.3125,5,ada4,fca6,True,23,wrong_pattern,0,False,4
partial_depth,depth,,2,0.4375,7,f43d,bd07,True,17,wrong_pattern,3,False,4
partial_depth,depth,,2,0.3125,5,27ac,26b4,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.125,2,a6b0,a6b6,True,6,correct,2,True,4
partial_depth,depth,,2,0.375,6,3456,a75b,True,17,spurious,-1,False,4
partial_depth,depth,,2,0.5625,9,7a2a,786a,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.5,8,dcaa,fca6,True,11,wrong_pattern,0,False,4
partial_depth,depth,,2,0.375,6,9295,ab4,False,740,oscillated,-1,False,4
partial_depth,depth,,2,0.5625,9,655f,a75b,True,15,spurious,-1,False,4
partial_depth,depth,,3,0.375,6,7846,794b,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.4375,7,b25f,a75b,True,7,spurious,-1,False,4
partial_depth,depth,,3,0.5,8,8120,359,True,14,spurious,-1,False,4
partial_depth,depth,,3,0.4375,7,ecc2,fca6,True,12,wrong_pattern,0,False,4
partial_depth,depth,,3,0.5,8,abff,a6b6,True,12,wrong_pattern,2,False,4
partial_depth,depth,,3,0.4375,7,b29f,a6b6,True,7,wrong_pattern,2,False,4
partial_depth,depth,,3,0.375,6,1dcb,1d07,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.4375,7,5d9b,5d4b,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.3125,5,9984,58a4,True,12,spurious,-1,False,4
partial_depth,depth,,3,0.3125,5,6b07,3907,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.5,8,836,58a4,True,21,spurious,-1,False,4
partial_depth,depth,,3,0.3125,5,9306,8b07,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.5625,9,6a95,12b4,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.3125,5,fe1f,fd4b,True,18,spurious,-1,False,4
partial_depth,depth,,3,0.5,8,efe4,fca6,True,16,wrong_pattern,0,False,4
partial_depth,depth,,3,0.5,8,7ecb,fc6a,True,9,spurious,-1,False,4
partial_depth,depth,,3,0.25,4,f58f,bd07,True,11,correct,3,True,4
partial_depth,depth,,3,0.3125,5,af8e,a6b6,True,17,wrong_pattern,2,False,4
partial_depth,depth,,3,0.25,4,3706,af07,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.375,6,6d2b,fd4b,True,7,spurious,-1,False,4
partial_depth,depth,,3,0.3125,5,fe15,bd07,True,13,correct,3,True,4
partial_depth,depth,,3,0.1875,3,2f07,b707,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.4375,7,d5d,359,True,16,spurious,-1,False,4
partial_depth,depth,,3,0.625,10,4e6e,546a,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.25,4,3d1e,bd17,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.4375,7,c72f,a75b,True,15,spurious,-1,False,4
partial_depth,depth,,3,0.375,6,da05,1905,True,13,spurious,-1,False,4
partial_depth,depth,,3,0.4375,7,f41c,bd07,True,17,correct,3,True,4
partial_depth,depth,,3,0.3125,5,3ea7,fca6,True,15,wrong_pattern,0,False,4
partial_depth,depth,,3,0.1875,3,be06,bf07,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.5625,9,2469,2759,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.375,6,7b67,3907,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.1875,3,fc87,fca6,True,7,wrong_pattern,0,False,4
partial_depth,depth,,3,0.375,6,244f,a75b,True,6,spurious,-1,False,4
partial_depth,depth,,3,0.375,6,8b8f,9397,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.625,10,a64,58a4,True,30,spurious,-1,False,4
partial_depth,depth,,3,0.625,10,86d4,86b4,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.4375,7,d496,fca6,True,14,wrong_pattern,0,False,4
partial_depth,depth,,3,0.3125,5,ee03,bd07,True,16,correct,3,True,4
partial_depth,depth,,3,0.4375,7,c911,5949,True,21,spurious,-1,False,4
partial_depth,depth,,3,0.3125,5,384f,3907,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.375,6,3b3f,2397,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.1875,3,adc7,a797,True,17,spurious,-1,False,4
partial_depth,depth,,3,0.3125,5,b337,af97,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.375,6,9dd1,9d15,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.3125,5,d70f,fd4b,True,21,spurious,-1,False,4
partial_depth,depth,,3,0.375,6,cd8d,9d05,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.25,4,7947,794b,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.25,4,3d1e,bd17,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.25,4,fc57,fd4b,True,17,spurious,-1,False,4
partial_depth,depth,,3,0.625,10,89e8,42f8,True,13,spurious,-1,False,4
partial_depth,depth,,3,0.375,6,f60e,bd07,True,17,correct,3,True,4
partial_depth,depth,,3,0.25,4,ad4e,f54b,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.4375,7,2f54,2759,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.3125,5,eb27,bd07,True,13,correct,3,True,4
partial_depth,depth,,3,0.3125,5,dde7,fca6,True,7,wrong_pattern,0,False,4
partial_depth,depth,,3,0.5625,9,4f2c,1905,True,17,spurious,-1,False,4
partial_depth,depth,,3,0.1875,3,f407,bd07,True,12,correct,3,True,4
partial_depth,depth,,3,0.4375,7,aa4e,a75b,True,18,spurious,-1,False,4
partial_depth,depth,,3,0.375,6,3086,78a6,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.3125,5,a522,a75b,True,14,spurious,-1,False,4
partial_depth,depth,,3,0.3125,5,f72f,bd07,True,16,correct,3,True,4
partial_depth,depth,,3,0.625,10,db7a,835b,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.5625,9,29b9,42f8,True,17,spurious,-1,False,4
partial_depth,depth,,3,0.4375,7,58a7,58a4,True,4,spurious,-1,False,4
partial_depth,depth,,3,0.6875,11,4418,359,True,15,spurious,-1,False,4
partial_depth,depth,,3,0.4375,7,b620,fca6,True,30,wrong_pattern,0,False,4
partial_depth,depth,,3,0.1875,3,a906,bd07,True,7,correct,3,True,4
partial_depth,depth,,3,0.25,4,b522,ed4b,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.375,6,7005,1905,True,12,spurious,-1,False,4
partial_depth,depth,,3,0.375,6,2965,5149,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.3125,5,ae0b,a75b,True,16,spurious,-1,False,4
partial_depth,depth,,3,0.375,6,9920,1905,True,7,spurious,-1,False,4
partial_depth,depth,,3,0.375,6,de85,dca4,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.25,4,be04,bf07,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.375,6,e867,fd4b,True,12,spurious,-1,False,4
partial_depth,depth,,3,0.375,6,7fc5,3d05,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.4375,7,89e3,c2fa,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.4375,7,3b3e,2397,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.3125,5,fd75,fd4b,True,17,spurious,-1,False,4
partial_depth,depth,,3,0.3125,5,9d6b,fd4b,True,11,spurious,-1,False,4
partial_depth,depth,,3,0.4375,7,e4d7,e6fa,True,16,spurious,-1,False,4
partial_depth,depth,,3,0.1875,3,a503,a75b,True,11,spurious,-1,False,4
partial_depth,depth,,3,0.4375,7,8124,1b95,True,9,wrong_pattern,1,False,4
partial_depth,depth,,3,0.5625,9,4c4a,554b,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.375,6,e10b,fd4b,True,7,spurious,-1,False,4
partial_depth,depth,,3,0.375,6,7d2a,fd4b,True,7,spurious,-1,False,4
partial_depth,depth,,3,0.25,4,fdc6,fca6,True,7,wrong_pattern,0,False,4
partial_depth,depth,,3,0.3125,5,2c67,f54b,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.4375,7,936,1395,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.4375,7,875f,a75b,True,6,spurious,-1,False,4
partial_depth,depth,,3,0.25,4,b886,fca6,True,11,wrong_pattern,0,False,4
partial_depth,depth,,3,0.3125,5,9944,1905,True,6,spurious,-1,False,4
partial_depth,depth,,3,0.3125,5,a581,a797,True,6,spurious,-1,False,4
partial_depth,depth,,3,0.25,4,9d3f,bd17,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.5,8,f1bd,f8a4,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.3125,5,af0a,a75b,True,16,spurious,-1,False,4
partial_depth,depth,,3,0.4375,7,9a6f,9907,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.4375,7,f794,aeb6,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.125,2,b527,bd07,True,7,correct,3,True,4
partial_depth,depth,,3,0.25,4,bcc3,fca6,True,14,wrong_pattern,0,False,4
partial_depth,depth,,3,0.5625,9,36b4,2eb4,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.1875,3,f987,bd07,True,11,correct,3,True,4
partial_depth,depth,,3,0.375,6,2401,2759,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.25,4,1d83,1d07,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.25,4,bf22,bd07,True,15,correct,3,True,4
partial_depth,depth,,3,0.3125,5,9f2b,bd07,True,15,correct,3,True,4
partial_depth,depth,,3,0.25,4,f523,fd4b,True,17,spurious,-1,False,4
partial_depth,depth,,3,0.375,6,844f,a75b,True,6,spurious,-1,False,4
partial_depth,depth,,3,0.25,4,dd97,bd07,True,13,correct,3,True,4
partial_depth,depth,,3,0.625,10,4012,359,True,15,spurious,-1,False,4
partial_depth,depth,,3,0.1875,3,3f27,bf07,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.5625,9,a294,a2b4,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.375,6,e713,a75b,True,14,spurious,-1,False,4
partial_depth,depth,,3,0.3125,5,af2d,a75b,True,21,spurious,-1,False,4
partial_depth,depth,,3,0.375,6,d81f,9907,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.4375,7,963f,a75b,True,16,spurious,-1,False,4
partial_depth,depth,,3,0.375,6,5b05,1905,True,13,spurious,-1,False,4
partial_depth,depth,,3,0.5,8,84ef,a6b6,True,18,wrong_pattern,2,False,4
partial_depth,depth,,3,0.1875,3,3917,3917,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.375,6,3fb5,7ca4,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.375,6,e584,fca6,True,7,wrong_pattern,0,False,4
partial_depth,depth,,3,0.5,8,142a,4c6a,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.3125,5,3db6,fca6,True,15,wrong_pattern,0,False,4
partial_depth,depth,,3,0.5,8,1a24,58a4,True,15,spurious,-1,False,4
partial_depth,depth,,3,0.25,4,d17,1517,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.3125,5,d747,fd4b,True,21,spurious,-1,False,4
partial_depth,depth,,3,0.3125,5,b8d7,fca6,True,15,wrong_pattern,0,False,4
partial_depth,depth,,3,0.25,4,b402,ed4b,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.4375,7,518f,1905,True,11,spurious,-1,False,4
partial_depth,depth,,3,0.25,4,ff85,bd07,True,13,correct,3,True,4
partial_depth,depth,,3,0.3125,5,ad54,a75b,True,21,spurious,-1,False,4
partial_depth,depth,,3,0.4375,7,99c0,58a4,True,14,spurious,-1,False,4
partial_depth,depth,,3,0.375,6,b9d1,b915,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.3125,5,3e04,3f05,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.5,8,8ff6,a6b6,True,7,wrong_pattern,2,False,4
partial_depth,depth,,3,0.4375,7,7c6b,fd4b,True,7,spurious,-1,False,4
partial_depth,depth,,3,0.125,2,bd97,bd17,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.3125,5,8806,9907,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.25,4,f925,b905,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.3125,5,a982,a6b6,True,17,wrong_pattern,2,False,4
partial_depth,depth,,3,0.375,6,bc7e,fca6,True,15,wrong_pattern,0,False,4
partial_depth,depth,,3,0.3125,5,9f93,bf97,True,6,spurious,-1,False,4
partial_depth,depth,,3,0.3125,5,9582,a6b6,True,17,wrong_pattern,2,False,4
partial_depth,depth,,3,0.375,6,1b15,1b95,True,9,wrong_pattern,1,False,4
partial_depth,depth,,3,0.4375,7,6f95,3795,False,740,oscillated,-1,False,4
partial_depth,depth,,3,0.3125,5,1da5,58a4,True,12,spurious,-1,False,4
partial_depth,depth,,3,0.1875,3,9d0b,bd07,True,16,correct,3,True,4
partial_depth,depth,,3,0.4375,7,adda,e6fa,True,15,spurious,-1,False,4
partial_depth,depth,,3,0.5,8,27c4,26b4,False,740,oscillated,-1,False,4
partial_depth,depth,,0,0.375,6,753e,bd07,True,17,wrong_pattern,3,False,5
partial_depth,depth,,0,0.3125,5,e7a4,fca6,True,14,correct,0,True,5
partial_depth,depth,,0,0.3125,5,adc6,a6b6,True,17,wrong_pattern,2,False,5
partial_depth,depth,,0,0.4375,7,e56c,fd4b,True,7,spurious,-1,False,5
partial_depth,depth,,0,0.25,4,dc20,dc24,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.3125,5,f86a,fc6a,True,4,spurious,-1,False,5
partial_depth,depth,,0,0.1875,3,7cac,7ca4,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.3125,5,36e6,a6b6,True,17,wrong_pattern,2,False,5
partial_depth,depth,,0,0.25,4,7fa2,fca6,True,6,correct,0,True,5
partial_depth,depth,,0,0.3125,5,fa85,f8a4,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.4375,7,2e80,36b4,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.3125,5,f48d,fca6,True,7,correct,0,True,5
partial_depth,depth,,0,0.375,6,d02a,d86a,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.3125,5,d0e4,58a4,True,7,spurious,-1,False,5
partial_depth,depth,,0,0.4375,7,1e02,1d07,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.25,4,b1a6,fca6,True,23,correct,0,True,5
partial_depth,depth,,0,0.375,6,f9c5,b905,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.375,6,eed4,b6b6,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.1875,3,ece2,fca6,True,11,correct,0,True,5
partial_depth,depth,,0,0.4375,7,b00c,e949,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.4375,7,e2f4,e2f8,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.5,8,49e,6b6,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.5,8,5a0a,5949,True,7,spurious,-1,False,5
partial_depth,depth,,0,0.3125,5,d483,fca6,True,7,correct,0,True,5
partial_depth,depth,,0,0.5625,9,c41d,8759,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.4375,7,f17e,fd4b,True,17,spurious,-1,False,5
partial_depth,depth,,0,0.375,6,d122,9907,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.3125,5,ac8c,a6b6,True,17,wrong_pattern,2,False,5
partial_depth,depth,,0,0.5,8,5af0,58a4,True,11,spurious,-1,False,5
partial_depth,depth,,0,0.4375,7,7246,3907,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.3125,5,38f6,78a6,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.3125,5,ade7,a6b6,True,17,wrong_pattern,2,False,5
partial_depth,depth,,0,0.1875,3,e886,fca6,True,7,correct,0,True,5
partial_depth,depth,,0,0.25,4,74b7,fca6,True,14,correct,0,True,5
partial_depth,depth,,0,0.3125,5,ffef,fca6,True,12,correct,0,True,5
partial_depth,depth,,0,0.3125,5,d4a1,dca4,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.4375,7,c9a1,58a4,True,7,spurious,-1,False,5
partial_depth,depth,,0,0.4375,7,ec55,bd07,True,16,wrong_pattern,3,False,5
partial_depth,depth,,0,0.375,6,d616,bd07,True,15,wrong_pattern,3,False,5
partial_depth,depth,,0,0.4375,7,bdcb,bd07,True,9,wrong_pattern,3,False,5
partial_depth,depth,,0,0.4375,7,73a0,58a4,True,16,spurious,-1,False,5
partial_depth,depth,,0,0.5,8,b205,ab05,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.25,4,ddaf,fca6,True,7,correct,0,True,5
partial_depth,depth,,0,0.1875,3,f7a6,fca6,True,14,correct,0,True,5
partial_depth,depth,,0,0.5,8,9b16,9b97,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.3125,5,f28e,fca6,True,16,correct,0,True,5
partial_depth,depth,,0,0.375,6,6c6f,fd4b,True,7,spurious,-1,False,5
partial_depth,depth,,0,0.5,8,9628,c6e8,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.25,4,6da2,fca6,True,7,correct,0,True,5
partial_depth,depth,,0,0.3125,5,ed25,bd07,True,12,wrong_pattern,3,False,5
partial_depth,depth,,0,0.4375,7,7d52,fd4b,True,6,spurious,-1,False,5
partial_depth,depth,,0,0.3125,5,ccf7,fca6,True,16,correct,0,True,5
partial_depth,depth,,0,0.3125,5,d8ce,d8a6,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.25,4,d422,fc6a,True,21,spurious,-1,False,5
partial_depth,depth,,0,0.3125,5,cee7,fca6,True,16,correct,0,True,5
partial_depth,depth,,0,0.4375,7,e0c5,f8e8,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.3125,5,f236,fca6,True,15,correct,0,True,5
partial_depth,depth,,0,0.375,6,eefa,e6fa,True,7,spurious,-1,False,5
partial_depth,depth,,0,0.375,6,d3ae,d8a6,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.0625,1,fea6,fca6,True,5,correct,0,True,5
partial_depth,depth,,0,0.1875,3,ec36,fca6,True,9,correct,0,True,5
partial_depth,depth,,0,0.1875,3,ece7,fca6,True,7,correct,0,True,5
partial_depth,depth,,0,0.1875,3,34a6,fca6,True,23,correct,0,True,5
partial_depth,depth,,0,0.5,8,c445,8759,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.375,6,c4f2,e4fa,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.4375,7,3ee8,7ca4,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.375,6,d9bc,58a4,True,6,spurious,-1,False,5
partial_depth,depth,,0,0.3125,5,34af,a6b6,True,17,wrong_pattern,2,False,5
partial_depth,depth,,0,0.5,8,bf01,bf07,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.4375,7,3cda,a6b6,True,19,wrong_pattern,2,False,5
partial_depth,depth,,0,0.5625,9,5f10,5949,True,18,spurious,-1,False,5
partial_depth,depth,,0,0.5625,9,31e8,42f8,True,13,spurious,-1,False,5
partial_depth,depth,,0,0.1875,3,7cbe,fca6,True,6,correct,0,True,5
partial_depth,depth,,0,0.3125,5,7ee3,fca6,True,11,correct,0,True,5
partial_depth,depth,,0,0.3125,5,e876,fc6a,True,21,spurious,-1,False,5
partial_depth,depth,,0,0.375,6,708a,78a6,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.5625,9,7791,2f95,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.25,4,5dae,5ca6,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.4375,7,fa15,b905,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.5,8,2ec3,e6fa,True,17,spurious,-1,False,5
partial_depth,depth,,0,0.25,4,79a7,78a6,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.3125,5,fd44,fd4b,True,11,spurious,-1,False,5
partial_depth,depth,,0,0.25,4,b686,aeb6,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.3125,5,e622,e6ea,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.4375,7,e5d7,a75b,True,15,spurious,-1,False,5
partial_depth,depth,,0,0.25,4,b7a6,aeb6,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.25,4,f837,bd07,True,15,wrong_pattern,3,False,5
partial_depth,depth,,0,0.375,6,b8d4,f8a4,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.5,8,1196,ab4,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.3125,5,ed94,fca6,True,17,correct,0,True,5
partial_depth,depth,,0,0.1875,3,fef6,fca6,True,6,correct,0,True,5
partial_depth,depth,,0,0.1875,3,c4a6,fca6,True,7,correct,0,True,5
partial_depth,depth,,0,0.5625,9,4b67,1905,True,16,spurious,-1,False,5
partial_depth,depth,,0,0.375,6,10e6,2b4,True,17,spurious,-1,False,5
partial_depth,depth,,0,0.25,4,fd37,bd07,True,13,wrong_pattern,3,False,5
partial_depth,depth,,0,0.375,6,ce07,bd07,True,13,wrong_pattern,3,False,5
partial_depth,depth,,0,0.25,4,bc83,fca6,True,14,correct,0,True,5
partial_depth,depth,,0,0.3125,5,5eb7,5ca6,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.5625,9,25cc,26b4,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.3125,5,b524,bd07,True,7,wrong_pattern,3,False,5
partial_depth,depth,,0,0.0625,1,fc26,fca6,True,9,correct,0,True,5
partial_depth,depth,,0,0.25,4,74c6,fca6,True,7,correct,0,True,5
partial_depth,depth,,0,0.5625,9,7108,5949,True,7,spurious,-1,False,5
partial_depth,depth,,0,0.375,6,1fb6,5ca6,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.25,4,38e6,78a6,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.5625,9,8c18,8759,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.25,4,ecc2,fca6,True,12,correct,0,True,5
partial_depth,depth,,0,0.3125,5,f5e5,fca6,True,7,correct,0,True,5
partial_depth,depth,,0,0.375,6,fb8f,bd07,True,11,wrong_pattern,3,False,5
partial_depth,depth,,0,0.3125,5,faa1,f8a4,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.25,4,f5a0,fca6,True,7,correct,0,True,5
partial_depth,depth,,0,0.5,8,14c3,46fa,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.5,8,5b97,1905,True,13,spurious,-1,False,5
partial_depth,depth,,0,0.375,6,f08d,f8a4,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.375,6,e8eb,f46a,False,740,oscillated,-1,False,5
partial_depth,depth,,0,0.375,6,be17,bf97,True,9,spurious,-1,False,5
