experiment,mode,variant,pat_idx,eta,hamming_in,init_state,result_state,settled,settle_time,outcome,recalled_pat,correct,t_odd
timing_sweep,even_odd,_todd6,2,0.45,5,b790,a6b6,True,17,correct,2,True,6
timing_sweep,even_odd,_todd6,2,0.45,2,a2a6,a6b6,True,21,correct,2,True,6
timing_sweep,even_odd,_todd6,2,0.45,6,6ca7,fca6,True,11,wrong_pattern,0,False,6
timing_sweep,even_odd,_todd6,2,0.45,5,be9a,a6b6,True,21,correct,2,True,6
timing_sweep,even_odd,_todd6,2,0.45,9,764f,fd4b,True,23,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,6,373c,a6b6,True,29,correct,2,True,6
timing_sweep,even_odd,_todd6,2,0.45,6,a098,42f8,True,31,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,9,401f,359,True,21,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,6,27ef,a75b,True,39,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,8,1470,42f8,True,39,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,7,d7,2b4,True,29,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,5,9630,a6b6,True,33,correct,2,True,6
timing_sweep,even_odd,_todd6,2,0.45,10,f9ef,fd4b,True,31,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,10,5ac2,58a4,True,21,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,8,e6a,e6fa,True,19,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,3,22be,2b4,True,19,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,3,26f4,a6b6,True,19,correct,2,True,6
timing_sweep,even_odd,_todd6,2,0.45,8,fa15,1905,True,21,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,7,b645,a75b,True,37,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,8,3c8f,fca6,True,29,wrong_pattern,0,False,6
timing_sweep,even_odd,_todd6,2,0.45,7,c3f3,359,True,25,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,6,b4c7,fca6,True,35,wrong_pattern,0,False,6
timing_sweep,even_odd,_todd6,2,0.45,8,8935,395,True,7,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,8,5680,58a4,True,23,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,9,f37b,a75b,True,27,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,9,c0cc,5868,True,11,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,9,6f6a,ad4b,False,740,oscillated,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,11,4920,58cd,False,740,oscillated,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,6,72fe,58a4,True,25,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,4,b8b6,fca6,True,21,wrong_pattern,0,False,6
timing_sweep,even_odd,_todd6,2,0.45,6,86e1,e6fa,True,37,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,10,1982,58a4,True,33,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,10,2861,949,False,740,oscillated,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,8,9400,fd4b,True,21,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,3,a63f,a6b6,True,25,correct,2,True,6
timing_sweep,even_odd,_todd6,2,0.45,6,fa34,58a4,True,19,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,6,83ff,359,True,39,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,8,3ef9,e6fa,True,33,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,11,c9a9,5949,True,31,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,8,2990,2b4,True,29,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,10,72cb,5949,True,25,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,10,588e,58a4,True,7,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,7,b450,e45a,False,740,oscillated,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,5,9eba,a6b6,True,21,correct,2,True,6
timing_sweep,even_odd,_todd6,2,0.45,6,e03f,a75b,True,43,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,4,46a6,fca6,True,19,wrong_pattern,0,False,6
timing_sweep,even_odd,_todd6,2,0.45,6,353e,a6b6,True,45,correct,2,True,6
timing_sweep,even_odd,_todd6,2,0.45,8,6375,359,True,13,spurious,-1,False,6
timing_sweep,even_odd,_todd6,2,0.45,8,c60b,a75b,True,21,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,5,3ba7,58a4,True,37,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,6,89c5,359,True,25,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,8,4d40,5949,True,11,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,7,7d99,bd07,True,21,correct,3,True,6
timing_sweep,even_odd,_todd6,3,0.45,8,ea56,ec4a,False,740,oscillated,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,5,eca7,fca6,True,11,wrong_pattern,0,False,6
timing_sweep,even_odd,_todd6,3,0.45,3,3d04,bd07,True,19,correct,3,True,6
timing_sweep,even_odd,_todd6,3,0.45,7,1f91,359,True,25,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,5,358b,fd4b,True,73,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,7,2fe3,adf3,False,740,oscillated,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,7,6db6,fca6,True,27,wrong_pattern,0,False,6
timing_sweep,even_odd,_todd6,3,0.45,7,b9b9,bb5,False,740,oscillated,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,7,f528,fd4b,True,17,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,6,b033,a6b6,True,35,wrong_pattern,2,False,6
timing_sweep,even_odd,_todd6,3,0.45,8,3899,58a4,True,37,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,10,52c5,58a4,True,33,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,7,2d5a,a75b,True,23,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,7,5d61,5949,True,11,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,5,391e,1915,False,740,oscillated,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,6,85a5,fca6,True,69,wrong_pattern,0,False,6
timing_sweep,even_odd,_todd6,3,0.45,11,671,359,True,29,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,5,2b87,395,True,25,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,6,9484,fca6,True,21,wrong_pattern,0,False,6
timing_sweep,even_odd,_todd6,3,0.45,6,d51e,a75b,True,53,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,9,236b,359,True,19,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,10,4c6c,58a4,True,25,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,9,a0ac,2b4,True,21,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,4,bd52,a75b,True,39,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,10,5ee1,58a4,True,21,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,9,325e,359,True,37,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,9,e850,4848,False,740,oscillated,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,7,e325,1905,True,25,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,8,96e5,fca6,True,25,wrong_pattern,0,False,6
timing_sweep,even_odd,_todd6,3,0.45,6,9f61,fd4b,True,29,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,7,881d,359,True,37,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,4,9957,395,True,41,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,8,93d3,359,True,25,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,9,d7ee,fca6,True,23,wrong_pattern,0,False,6
timing_sweep,even_odd,_todd6,3,0.45,9,608e,58a4,True,25,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,5,f70e,f60e,False,740,oscillated,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,8,e225,58a4,True,49,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,9,6283,5949,True,55,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,6,bed5,a6b6,True,17,wrong_pattern,2,False,6
timing_sweep,even_odd,_todd6,3,0.45,7,3243,359,True,37,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,6,a8a5,58a4,True,37,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,5,be8e,fca6,True,17,wrong_pattern,0,False,6
timing_sweep,even_odd,_todd6,3,0.45,9,49ad,58a4,True,37,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,7,7e1e,fca6,True,23,wrong_pattern,0,False,6
timing_sweep,even_odd,_todd6,3,0.45,6,b693,a6b6,True,17,wrong_pattern,2,False,6
timing_sweep,even_odd,_todd6,3,0.45,9,568b,fd4b,True,79,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,7,db8d,1905,True,11,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,9,48a6,58a4,True,11,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,4,a727,a797,True,11,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,6,9441,fd4b,True,25,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,9,5ab7,58a4,True,17,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,6,3549,fd4b,True,25,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,8,ea6f,fd4b,True,29,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,8,93a2,58a4,True,25,spurious,-1,False,6
timing_sweep,even_odd,_todd6,3,0.45,5,fb16,bd07,True,21,correct,3,True,6
timing_sweep,even_odd,_todd6,3,0.45,8,5980,58a4,True,43,spurious,-1,False,6
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
timing_sweep,even_odd,_todd8,0,0.0,0,fca6,fca6,True,0,correct,0,True,8
