experiment,mode,variant,pat_idx,eta,hamming_in,init_state,result_state,settled,settle_time,outcome,recalled_pat,correct,scheme,timeout_mult
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,7,896d,5149,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,6,8c09,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,6,8c41,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,8d03,b54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,4,8d43,b54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,5,8d4b,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,5,90e6,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,6,90f5,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,6,91b0,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,5,9216,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,5,9286,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,5,9287,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,3,9295,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,6,92ac,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,92b6,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,6,9326,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,3,9394,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,6,93a0,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,6,93af,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,3,93b5,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,4,93b6,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,94b6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,4,94be,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,5,9596,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,6,959e,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,5,95b7,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,6,95bd,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,6,9604,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,9636,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,9696,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,4,96a2,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,96a6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,96b4,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,2,96b6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,96b7,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,6,97a3,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,97b6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,3,9b05,1b85,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,9b07,1b85,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,3,9b87,1b85,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,9f03,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,9f05,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,2,9f07,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,9f0f,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,4,9f25,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,3,9f85,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,4,a80f,b54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,5,a843,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,6,a84e,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,5,a867,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,4,a901,b54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,a903,b54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,ac0f,b54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,5,ac2b,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,5,ac42,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,5,ac44,b54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,4,ac45,b54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,ac47,b54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,7,ac48,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,7,ac69,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,6,ac6b,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,ad01,b54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,ad02,b54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,2,ad03,b54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,ad0b,b54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,ad23,b54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,ad43,b54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,5,ad4a,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,ad4f,b54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,6,ad60,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,5,ad61,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,6,b093,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b0b6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,4,b0e6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,4,b0f6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,6,b190,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,6,b1b0,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,4,b1b6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,5,b205,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b236,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,5,b285,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b296,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,4,b297,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,5,b2a0,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,4,b2a2,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b2a6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b2b4,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,2,b2b6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b2b7,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,5,b3a5,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b3b6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,5,b490,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,4,b492,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b496,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,5,b49c,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,4,b4ac,eeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,3,b4ae,eeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b4b2,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b4b4,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,2,b4b6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b4b7,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b4be,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,4,b4bf,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,3,b4e6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b4f6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b5b6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,5,b5d6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,6,b5f5,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,b607,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b616,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,4,b627,eeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b634,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,4,b635,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,2,b636,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b637,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,4,b684,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b686,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b694,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,2,b696,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b697,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,4,b6a0,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b6a2,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b6a4,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,2,b6a6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b6a7,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b6ae,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,2,b6b4,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b6b5,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,1,b6b6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,2,b6b7,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,4,b726,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b736,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,4,b794,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b796,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b7a6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,5,b7ac,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b7b4,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,2,b7b6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,b7b7,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,4,ba0f,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,bb03,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,bb05,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,2,bb07,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,bb0f,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,3,bb85,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,4,be01,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,be03,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,be0f,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,bf01,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,bf02,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,2,bf03,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,2,bf05,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,1,bf07,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,bf0d,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,bf0e,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,2,bf0f,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,bf23,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,4,bf2d,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,3,bf2f,bf87,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,8,c0fb,4078,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,7,c0ff,4078,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,6,c4f0,e47a,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,5,c4fe,e47a,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,8,c949,5149,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,9,c979,5149,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,9,c9f8,5149,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,10,ca48,5149,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,9,ca4b,5149,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,8,cb4e,5149,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,7,cb4f,5149,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,9,cb60,5149,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,9,cb6a,5149,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,9,cb6b,5149,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,8,cb6d,5149,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,8,cc49,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,8,cc50,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,8,cc5d,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,9,ccd9,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,8,cd5a,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,7,cd6b,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,8,cd70,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,7,cd7f,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,8,cdc8,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,8,ce08,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,7,cf09,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,6,cf0b,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,6,cf43,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,7,cf6f,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,5,d2be,4ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,6,d398,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,7,d39a,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,5,d39c,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,6,d3b2,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,4,d3b5,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,5,d3b6,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,5,d3bd,ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,7,d3f3,4ab4,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,6,d690,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,5,d692,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,5,d697,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,7,d69b,eeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,5,d6b0,eeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,4,d6b2,eeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,3,d6b6,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,6,d6d7,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,7,d798,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,5,d7b2,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,5,d7b4,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,1,-1.0,6,d7bd,aeb6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,7,d7c4,aea6,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,7,e1fc,e47a,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,6,e1fe,e47a,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,2,-1.0,4,e4fe,e47a,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,8,e85b,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,9,e8d9,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,6,e94b,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,7,e95e,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,8,e9fb,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,3,-1.0,7,ea0b,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,8,ea29,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,8,ea40,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,7,ea63,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,9,ea69,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,8,eb6a,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,7,ec5a,f54b,False,3492,oscillated,-1,False,dist2,1
r6b_dist2_x1,coloring,_dist2_x1,0,-1.0,7,ecc9,f54b,False,3492,oscillated,-1,False,dist2,1
