experiment,mode,variant,pat_idx,eta,hamming_in,init_state,result_state,settled,settle_time,outcome,recalled_pat,correct,source_fp,flip_bit,is_stored
attstab_depth,depth,,3,0.125,2,bd97,bd17,False,740,oscillated,-1,False,bf97,9,False
attstab_depth,depth,,3,0.25,4,bb97,bf97,True,4,spurious,-1,False,bf97,10,False
attstab_depth,depth,,3,0.25,4,b797,af97,False,740,oscillated,-1,False,bf97,11,False
attstab_depth,depth,,3,0.25,4,af97,b797,False,740,oscillated,-1,False,bf97,12,False
attstab_depth,depth,,3,0.25,4,9f97,bf97,True,4,spurious,-1,False,bf97,13,False
attstab_depth,depth,,3,0.25,4,ff97,bd07,True,13,correct,3,True,bf97,14,False
attstab_depth,depth,,3,0.25,4,3f97,bf97,True,4,spurious,-1,False,bf97,15,False
attstab_depth,depth,,0,0.3125,5,58a5,58a4,True,4,spurious,-1,False,58a4,0,False
attstab_depth,depth,,0,0.1875,3,58a6,58a4,True,4,spurious,-1,False,58a4,1,False
attstab_depth,depth,,0,0.3125,5,58a0,58a4,True,6,spurious,-1,False,58a4,2,False
attstab_depth,depth,,0,0.3125,5,58ac,58a4,True,6,spurious,-1,False,58a4,3,False
attstab_depth,depth,,0,0.3125,5,58b4,58a4,True,5,spurious,-1,False,58a4,4,False
attstab_depth,depth,,0,0.3125,5,5884,58a4,True,4,spurious,-1,False,58a4,5,False
attstab_depth,depth,,0,0.3125,5,58e4,58a4,True,6,spurious,-1,False,58a4,6,False
attstab_depth,depth,,0,0.3125,5,5824,58a4,True,9,spurious,-1,False,58a4,7,False
attstab_depth,depth,,0,0.3125,5,59a4,58a4,True,4,spurious,-1,False,58a4,8,False
attstab_depth,depth,,0,0.3125,5,5aa4,58a4,True,5,spurious,-1,False,58a4,9,False
attstab_depth,depth,,0,0.1875,3,5ca4,58a4,True,4,spurious,-1,False,58a4,10,False
attstab_depth,depth,,0,0.3125,5,50a4,58a4,True,7,spurious,-1,False,58a4,11,False
attstab_depth,depth,,0,0.3125,5,48a4,58a4,True,7,spurious,-1,False,58a4,12,False
attstab_depth,depth,,0,0.1875,3,78a4,58a4,True,4,spurious,-1,False,58a4,13,False
attstab_depth,depth,,0,0.3125,5,18a4,58a4,True,11,spurious,-1,False,58a4,14,False
attstab_depth,depth,,0,0.1875,3,d8a4,58a4,True,4,spurious,-1,False,58a4,15,False
attstab_depth,depth,,0,0.0625,1,fca7,fca6,True,4,correct,0,True,fca6,0,True
attstab_depth,depth,,0,0.0625,1,fca4,fca6,True,4,correct,0,True,fca6,1,True
attstab_depth,depth,,0,0.0625,1,fca2,fca6,True,6,correct,0,True,fca6,2,True
attstab_depth,depth,,0,0.0625,1,fcae,fca6,True,6,correct,0,True,fca6,3,True
attstab_depth,depth,,0,0.0625,1,fcb6,fca6,True,5,correct,0,True,fca6,4,True
attstab_depth,depth,,0,0.0625,1,fc86,fca6,True,4,correct,0,True,fca6,5,True
attstab_depth,depth,,0,0.0625,1,fce6,fca6,True,6,correct,0,True,fca6,6,True
attstab_depth,depth,,0,0.0625,1,fc26,fca6,True,9,correct,0,True,fca6,7,True
attstab_depth,depth,,0,0.0625,1,fda6,fca6,True,4,correct,0,True,fca6,8,True
attstab_depth,depth,,0,0.0625,1,fea6,fca6,True,5,correct,0,True,fca6,9,True
attstab_depth,depth,,0,0.0625,1,f8a6,fca6,True,4,correct,0,True,fca6,10,True
attstab_depth,depth,,0,0.0625,1,f4a6,fca6,True,7,correct,0,True,fca6,11,True
attstab_depth,depth,,0,0.0625,1,eca6,fca6,True,7,correct,0,True,fca6,12,True
attstab_depth,depth,,0,0.0625,1,dca6,fca6,True,4,correct,0,True,fca6,13,True
attstab_depth,depth,,0,0.0625,1,bca6,fca6,True,11,correct,0,True,fca6,14,True
attstab_depth,depth,,0,0.0625,1,7ca6,fca6,True,4,correct,0,True,fca6,15,True
attstab_depth,depth,,2,0.3125,5,2b5,2b4,True,4,spurious,-1,False,02b4,0,False
attstab_depth,depth,,2,0.1875,3,2b6,2b4,True,4,spurious,-1,False,02b4,1,False
attstab_depth,depth,,2,0.3125,5,2b0,2b4,True,6,spurious,-1,False,02b4,2,False
attstab_depth,depth,,2,0.3125,5,2bc,2b4,True,6,spurious,-1,False,02b4,3,False
attstab_depth,depth,,2,0.3125,5,2a4,2b4,True,5,spurious,-1,False,02b4,4,False
attstab_depth,depth,,2,0.3125,5,294,2b4,True,4,spurious,-1,False,02b4,5,False
attstab_depth,depth,,2,0.3125,5,2f4,2b4,True,6,spurious,-1,False,02b4,6,False
attstab_depth,depth,,2,0.3125,5,234,2b4,True,9,spurious,-1,False,02b4,7,False
attstab_depth,depth,,2,0.3125,5,3b4,2b4,True,4,spurious,-1,False,02b4,8,False
