experiment,mode,variant,pat_idx,eta,hamming_in,init_state,result_state,settled,settle_time,outcome,recalled_pat,correct,source_fp,flip_bit,is_stored
attstab_depth,depth,,2,0.4375,7,42f0,42f8,True,6,spurious,-1,False,42f8,3,False
attstab_depth,depth,,2,0.5625,9,42e8,42e8,False,740,oscillated,-1,False,42f8,4,False
attstab_depth,depth,,2,0.5625,9,42d8,42f8,True,4,spurious,-1,False,42f8,5,False
attstab_depth,depth,,2,0.4375,7,42b8,42f8,True,6,spurious,-1,False,42f8,6,False
attstab_depth,depth,,2,0.5625,9,4278,42f8,True,9,spurious,-1,False,42f8,7,False
attstab_depth,depth,,2,0.5625,9,43f8,42f8,True,4,spurious,-1,False,42f8,8,False
attstab_depth,depth,,2,0.5625,9,40f8,40f8,False,740,oscillated,-1,False,42f8,9,False
attstab_depth,depth,,2,0.4375,7,46f8,42f8,True,4,spurious,-1,False,42f8,10,False
attstab_depth,depth,,2,0.5625,9,4af8,42f8,True,7,spurious,-1,False,42f8,11,False
attstab_depth,depth,,2,0.5625,9,52f8,42f8,True,7,spurious,-1,False,42f8,12,False
attstab_depth,depth,,2,0.4375,7,62f8,42f8,True,4,spurious,-1,False,42f8,13,False
attstab_depth,depth,,2,0.4375,7,2f8,42f8,True,11,spurious,-1,False,42f8,14,False
attstab_depth,depth,,2,0.4375,7,c2f8,42f8,True,4,spurious,-1,False,42f8,15,False
attstab_depth,depth,,2,0.3125,5,e6fb,e6fa,True,4,spurious,-1,False,e6fa,0,False
attstab_depth,depth,,2,0.3125,5,e6f8,e6fa,True,4,spurious,-1,False,e6fa,1,False
attstab_depth,depth,,2,0.1875,3,e6fe,e6fa,True,6,spurious,-1,False,e6fa,2,False
attstab_depth,depth,,2,0.1875,3,e6f2,e6fa,True,6,spurious,-1,False,e6fa,3,False
attstab_depth,depth,,2,0.3125,5,e6ea,e6ea,False,740,oscillated,-1,False,e6fa,4,False
attstab_depth,depth,,2,0.3125,5,e6da,e6fa,True,4,spurious,-1,False,e6fa,5,False
attstab_depth,depth,,2,0.1875,3,e6ba,e6fa,True,6,spurious,-1,False,e6fa,6,False
attstab_depth,depth,,2,0.3125,5,e67a,e6fa,True,9,spurious,-1,False,e6fa,7,False
attstab_depth,depth,,2,0.3125,5,e7fa,e6fa,True,4,spurious,-1,False,e6fa,8,False
attstab_depth,depth,,2,0.3125,5,e4fa,e4fa,False,740,oscillated,-1,False,e6fa,9,False
attstab_depth,depth,,2,0.3125,5,e2fa,e6fa,True,4,spurious,-1,False,e6fa,10,False
attstab_depth,depth,,2,0.3125,5,eefa,e6fa,True,7,spurious,-1,False,e6fa,11,False
attstab_depth,depth,,2,0.3125,5,f6fa,e6fa,True,7,spurious,-1,False,e6fa,12,False
attstab_depth,depth,,2,0.3125,5,c6fa,e6fa,True,4,spurious,-1,False,e6fa,13,False
attstab_depth,depth,,2,0.1875,3,a6fa,e6fa,True,11,spurious,-1,False,e6fa,14,False
attstab_depth,depth,,2,0.3125,5,66fa,e6fa,True,4,spurious,-1,False,e6fa,15,False
attstab_even_odd,even_odd,,1,0.25,4,1904,1905,True,11,spurious,-1,False,1905,0,False
attstab_even_odd,even_odd,,1,0.25,4,1907,1905,True,25,spurious,-1,False,1905,1,False
attstab_even_odd,even_odd,,1,0.25,4,1901,1905,True,11,spurious,-1,False,1905,2,False
attstab_even_odd,even_odd,,1,0.25,4,190d,1905,True,25,spurious,-1,False,1905,3,False
attstab_even_odd,even_odd,,1,0.125,2,1915,1905,True,11,spurious,-1,False,1905,4,False
attstab_even_odd,even_odd,,1,0.25,4,1925,1905,True,25,spurious,-1,False,1905,5,False
attstab_even_odd,even_odd,,1,0.25,4,1945,1905,True,11,spurious,-1,False,1905,6,False
attstab_even_odd,even_odd,,1,0.125,2,1985,1905,True,25,spurious,-1,False,1905,7,False
attstab_even_odd,even_odd,,1,0.25,4,1805,1905,True,11,spurious,-1,False,1905,8,False
attstab_even_odd,even_odd,,1,0.125,2,1b05,1b95,True,45,correct,1,True,1905,9,False
attstab_even_odd,even_odd,,1,0.25,4,1d05,1905,True,11,spurious,-1,False,1905,10,False
attstab_even_odd,even_odd,,1,0.25,4,1105,1905,True,25,spurious,-1,False,1905,11,False
attstab_even_odd,even_odd,,1,0.25,4,905,1905,True,11,spurious,-1,False,1905,12,False
attstab_even_odd,even_odd,,1,0.25,4,3905,1905,True,25,spurious,-1,False,1905,13,False
attstab_even_odd,even_odd,,1,0.25,4,5905,1905,True,11,spurious,-1,False,1905,14,False
attstab_even_odd,even_odd,,1,0.25,4,9905,1905,True,25,spurious,-1,False,1905,15,False
attstab_even_odd,even_odd,,3,0.0625,1,bd06,bd07,True,11,correct,3,True,bd07,0,True
attstab_even_odd,even_odd,,3,0.0625,1,bd05,bd07,True,25,correct,3,True,bd07,1,True
attstab_even_odd,even_odd,,3,0.0625,1,bd03,bd07,True,11,correct,3,True,bd07,2,True
attstab_even_odd,even_odd,,3,0.0625,1,bd0f,bd07,True,25,correct,3,True,bd07,3,True
attstab_even_odd,even_odd,,3,0.0625,1,bd17,bd07,True,11,correct,3,True,bd07,4,True
attstab_even_odd,even_odd,,3,0.0625,1,bd27,bd07,True,25,correct,3,True,bd07,5,True
attstab_even_odd,even_odd,,3,0.0625,1,bd47,bd07,True,11,correct,3,True,bd07,6,True
attstab_even_odd,even_odd,,3,0.0625,1,bd87,bd07,True,25,correct,3,True,bd07,7,True
attstab_even_odd,even_odd,,3,0.0625,1,bc07,bd07,True,11,correct,3,True,bd07,8,True
attstab_even_odd,even_odd,,3,0.0625,1,bf07,bf97,True,45,spurious,-1,False,bd07,9,True
attstab_even_odd,even_odd,,3,0.0625,1,b907,bd07,True,11,correct,3,True,bd07,10,True
attstab_even_odd,even_odd,,3,0.0625,1,b507,bd07,True,25,correct,3,True,bd07,11,True
attstab_even_odd,even_odd,,3,0.0625,1,ad07,bd07,True,11,correct,3,True,bd07,12,True
attstab_even_odd,even_odd,,3,0.0625,1,9d07,bd07,True,25,correct,3,True,bd07,13,True
attstab_even_odd,even_odd,,3,0.0625,1,fd07,bd07,True,11,correct,3,True,bd07,14,True
attstab_even_odd,even_odd,,3,0.0625,1,3d07,bd07,True,25,correct,3,True,bd07,15,True
attstab_even_odd,even_odd,,1,0.1875,3,394,2b4,True,35,spurious,-1,False,0395,0,False
attstab_even_odd,even_odd,,1,0.1875,3,397,395,True,25,spurious,-1,False,0395,1,False
attstab_even_odd,even_odd,,1,0.1875,3,391,395,True,11,spurious,-1,False,0395,2,False
attstab_even_odd,even_odd,,1,0.1875,3,39d,395,True,49,spurious,-1,False,0395,3,False
attstab_even_odd,even_odd,,1,0.1875,3,385,395,True,11,spurious,-1,False,0395,4,False
attstab_even_odd,even_odd,,1,0.1875,3,3b5,2b4,True,11,spurious,-1,False,0395,5,False
attstab_even_odd,even_odd,,1,0.1875,3,3d5,395,True,11,spurious,-1,False,0395,6,False
attstab_even_odd,even_odd,,1,0.1875,3,315,395,True,25,spurious,-1,False,0395,7,False
attstab_even_odd,even_odd,,1,0.1875,3,295,2b4,True,35,spurious,-1,False,0395,8,False
attstab_even_odd,even_odd,,1,0.1875,3,195,395,True,49,spurious,-1,False,0395,9,False
attstab_even_odd,even_odd,,1,0.1875,3,795,395,True,11,spurious,-1,False,0395,10,False
attstab_even_odd,even_odd,,1,0.0625,1,b95,1b95,True,11,correct,1,True,0395,11,False
attstab_even_odd,even_odd,,1,0.0625,1,1395,395,True,11,spurious,-1,False,0395,12,False
attstab_even_odd,even_odd,,1,0.1875,3,2395,395,True,25,spurious,-1,False,0395,13,False
attstab_even_odd,even_odd,,1,0.1875,3,4395,395,True,11,spurious,-1,False,0395,14,False
attstab_even_odd,even_odd,,1,0.1875,3,8395,395,True,25,spurious,-1,False,0395,15,False
attstab_even_odd,even_odd,,1,0.0625,1,1b94,58a4,True,69,spurious,-1,False,1b95,0,True
attstab_even_odd,even_odd,,1,0.0625,1,1b97,1b95,True,25,correct,1,True,1b95,1,True
attstab_even_odd,even_odd,,1,0.0625,1,1b91,1b95,True,21,correct,1,True,1b95,2,True
attstab_even_odd,even_odd,,1,0.0625,1,1b9d,395,True,49,spurious,-1,False,1b95,3,True
attstab_even_odd,even_odd,,1,0.0625,1,1b85,1b95,True,11,correct,1,True,1b95,4,True
attstab_even_odd,even_odd,,1,0.0625,1,1bb5,58a4,True,51,spurious,-1,False,1b95,5,True
attstab_even_odd,even_odd,,1,0.0625,1,1bd5,1b95,True,21,correct,1,True,1b95,6,True
attstab_even_odd,even_odd,,1,0.0625,1,1b15,1b95,True,25,correct,1,True,1b95,7,True
attstab_even_odd,even_odd,,1,0.0625,1,1a95,58a4,True,69,spurious,-1,False,1b95,8,True
attstab_even_odd,even_odd,,1,0.0625,1,1995,1905,True,45,spurious,-1,False,1b95,9,True
attstab_even_odd,even_odd,,1,0.0625,1,1f95,1b95,True,11,correct,1,True,1b95,10,True
attstab_even_odd,even_odd,,1,0.0625,1,1395,395,True,11,spurious,-1,False,1b95,11,True
attstab_even_odd,even_odd,,1,0.0625,1,b95,1b95,True,11,correct,1,True,1b95,12,True
attstab_even_odd,even_odd,,1,0.0625,1,3b95,1b95,True,25,correct,1,True,1b95,13,True
attstab_even_odd,even_odd,,1,0.0625,1,5b95,1b95,True,21,correct,1,True,1b95,14,True
attstab_even_odd,even_odd,,1,0.0625,1,9b95,1b95,True,25,correct,1,True,1b95,15,True
attstab_even_odd,even_odd,,2,0.125,2,a796,a6b6,True,35,correct,2,True,a797,0,False
attstab_even_odd,even_odd,,2,0.25,4,a795,a797,True,25,spurious,-1,False,a797,1,False
attstab_even_odd,even_odd,,2,0.25,4,a793,a797,True,11,spurious,-1,False,a797,2,False
attstab_even_odd,even_odd,,2,0.25,4,a79f,a797,True,49,spurious,-1,False,a797,3,False
attstab_even_odd,even_odd,,2,0.25,4,a787,a797,True,11,spurious,-1,False,a797,4,False
attstab_even_odd,even_odd,,2,0.125,2,a7b7,a6b6,True,11,correct,2,True,a797,5,False
attstab_even_odd,even_odd,,2,0.25,4,a7d7,a797,True,11,spurious,-1,False,a797,6,False
attstab_even_odd,even_odd,,2,0.25,4,a717,a797,True,25,spurious,-1,False,a797,7,False
attstab_even_odd,even_odd,,2,0.125,2,a697,a6b6,True,35,correct,2,True,a797,8,False
attstab_even_odd,even_odd,,2,0.25,4,a597,a797,True,49,spurious,-1,False,a797,9,False
attstab_even_odd,even_odd,,2,0.25,4,a397,a797,True,11,spurious,-1,False,a797,10,False
attstab_even_odd,even_odd,,2,0.25,4,af97,bf97,True,11,spurious,-1,False,a797,11,False
attstab_even_odd,even_odd,,2,0.25,4,b797,a797,True,11,spurious,-1,False,a797,12,False
attstab_even_odd,even_odd,,2,0.25,4,8797,a797,True,25,spurious,-1,False,a797,13,False
attstab_even_odd,even_odd,,2,0.25,4,e797,a797,True,11,spurious,-1,False,a797,14,False
attstab_even_odd,even_odd,,2,0.25,4,2797,a797,True,25,spurious,-1,False,a797,15,False
attstab_even_odd,even_odd,,3,0.25,4,bf96,fca6,True,69,wrong_pattern,0,False,bf97,0,False
attstab_even_odd,even_odd,,3,0.25,4,bf95,bf97,True,25,spurious,-1,False,bf97,1,False
attstab_even_odd,even_odd,,3,0.25,4,bf93,bf97,True,21,spurious,-1,False,bf97,2,False
attstab_even_odd,even_odd,,3,0.25,4,bf9f,a797,True,49,spurious,-1,False,bf97,3,False
attstab_even_odd,even_odd,,3,0.125,2,bf87,bf97,True,11,spurious,-1,False,bf97,4,False
attstab_even_odd,even_odd,,3,0.25,4,bfb7,fca6,True,51,wrong_pattern,0,False,bf97,5,False
attstab_even_odd,even_odd,,3,0.25,4,bfd7,bf97,True,21,spurious,-1,False,bf97,6,False
attstab_even_odd,even_odd,,3,0.125,2,bf17,bf97,True,25,spurious,-1,False,bf97,7,False
attstab_even_odd,even_odd,,3,0.25,4,be97,fca6,True,69,wrong_pattern,0,False,bf97,8,False
attstab_even_odd,even_odd,,3,0.125,2,bd97,bd07,True,45,correct,3,True,bf97,9,False
attstab_even_odd,even_odd,,3,0.25,4,bb97,bf97,True,11,spurious,-1,False,bf97,10,False
attstab_even_odd,even_odd,,3,0.25,4,b797,a797,True,11,spurious,-1,False,bf97,11,False
attstab_even_odd,even_odd,,3,0.25,4,af97,bf97,True,11,spurious,-1,False,bf97,12,False
attstab_even_odd,even_odd,,3,0.25,4,9f97,bf97,True,25,spurious,-1,False,bf97,13,False
attstab_even_odd,even_odd,,3,0.25,4,ff97,bf97,True,21,spurious,-1,False,bf97,14,False
attstab_even_odd,even_odd,,3,0.25,4,3f97,bf97,True,25,spurious,-1,False,bf97,15,False
attstab_even_odd,even_odd,,0,0.3125,5,58a5,58a4,True,11,spurious,-1,False,58a4,0,False
attstab_even_odd,even_odd,,0,0.1875,3,58a6,58a4,True,25,spurious,-1,False,58a4,1,False
attstab_even_odd,even_odd,,0,0.3125,5,58a0,58a4,True,11,spurious,-1,False,58a4,2,False
attstab_even_odd,even_odd,,0,0.3125,5,58ac,58a4,True,25,spurious,-1,False,58a4,3,False
attstab_even_odd,even_odd,,0,0.3125,5,58b4,58a4,True,11,spurious,-1,False,58a4,4,False
attstab_even_odd,even_odd,,0,0.3125,5,5884,58a4,True,25,spurious,-1,False,58a4,5,False
attstab_even_odd,even_odd,,0,0.3125,5,58e4,58a4,True,11,spurious,-1,False,58a4,6,False
attstab_even_odd,even_odd,,0,0.3125,5,5824,58a4,True,25,spurious,-1,False,58a4,7,False
attstab_even_odd,even_odd,,0,0.3125,5,59a4,58a4,True,11,spurious,-1,False,58a4,8,False
attstab_even_odd,even_odd,,0,0.3125,5,5aa4,58a4,True,25,spurious,-1,False,58a4,9,False
attstab_even_odd,even_odd,,0,0.1875,3,5ca4,58a4,True,11,spurious,-1,False,58a4,10,False
attstab_even_odd,even_odd,,0,0.3125,5,50a4,58a4,True,25,spurious,-1,False,58a4,11,False
attstab_even_odd,even_odd,,0,0.3125,5,48a4,58a4,True,11,spurious,-1,False,58a4,12,False
attstab_even_odd,even_odd,,0,0.1875,3,78a4,58a4,True,25,spurious,-1,False,58a4,13,False
attstab_even_odd,even_odd,,0,0.3125,5,18a4,58a4,True,11,spurious,-1,False,58a4,14,False
attstab_even_odd,even_odd,,0,0.1875,3,d8a4,58a4,True,25,spurious,-1,False,58a4,15,False
attstab_even_odd,even_odd,,0,0.0625,1,fca7,fca6,True,11,correct,0,True,fca6,0,True
attstab_even_odd,even_odd,,0,0.0625,1,fca4,fca6,True,25,correct,0,True,fca6,1,True
attstab_even_odd,even_odd,,0,0.0625,1,fca2,fca6,True,11,correct,0,True,fca6,2,True
attstab_even_odd,even_odd,,0,0.0625,1,fcae,fca6,True,25,correct,0,True,fca6,3,True
attstab_even_odd,even_odd,,0,0.0625,1,fcb6,fca6,True,11,correct,0,True,fca6,4,True
attstab_even_odd,even_odd,,0,0.0625,1,fc86,fca6,True,25,correct,0,True,fca6,5,True
attstab_even_odd,even_odd,,0,0.0625,1,fce6,fca6,True,11,correct,0,True,fca6,6,True
attstab_even_odd,even_odd,,0,0.0625,1,fc26,fca6,True,25,correct,0,True,fca6,7,True
attstab_even_odd,even_odd,,0,0.0625,1,fda6,fca6,True,11,correct,0,True,fca6,8,True
attstab_even_odd,even_odd,,0,0.0625,1,fea6,fca6,True,25,correct,0,True,fca6,9,True
attstab_even_odd,even_odd,,0,0.0625,1,f8a6,fca6,True,11,correct,0,True,fca6,10,True
attstab_even_odd,even_odd,,0,0.0625,1,f4a6,fca6,True,25,correct,0,True,fca6,11,True
attstab_even_odd,even_odd,,0,0.0625,1,eca6,fca6,True,11,correct,0,True,fca6,12,True
attstab_even_odd,even_odd,,0,0.0625,1,dca6,fca6,True,25,correct,0,True,fca6,13,True
attstab_even_odd,even_odd,,0,0.0625,1,bca6,fca6,True,11,correct,0,True,fca6,14,True
attstab_even_odd,even_odd,,0,0.0625,1,7ca6,fca6,True,25,correct,0,True,fca6,15,True
attstab_even_odd,even_odd,,2,0.3125,5,2b5,2b4,True,11,spurious,-1,False,02b4,0,False
attstab_even_odd,even_odd,,2,0.1875,3,2b6,2b4,True,25,spurious,-1,False,02b4,1,False
attstab_even_odd,even_odd,,2,0.3125,5,2b0,2b4,True,11,spurious,-1,False,02b4,2,False
attstab_even_odd,even_odd,,2,0.3125,5,2bc,2b4,True,25,spurious,-1,False,02b4,3,False
attstab_even_odd,even_odd,,2,0.3125,5,2a4,2b4,True,21,spurious,-1,False,02b4,4,False
attstab_even_odd,even_odd,,2,0.3125,5,294,2b4,True,25,spurious,-1,False,02b4,5,False
attstab_even_odd,even_odd,,2,0.3125,5,2f4,2b4,True,11,spurious,-1,False,02b4,6,False
attstab_even_odd,even_odd,,2,0.3125,5,234,2b4,True,25,spurious,-1,False,02b4,7,False
attstab_even_odd,even_odd,,2,0.3125,5,3b4,2b4,True,11,spurious,-1,False,02b4,8,False
attstab_even_odd,even_odd,,2,0.3125,5,b4,58a4,True,45,spurious,-1,False,02b4,9,False
attstab_even_odd,even_odd,,2,0.1875,3,6b4,2b4,True,11,spurious,-1,False,02b4,10,False
attstab_even_odd,even_odd,,2,0.3125,5,ab4,58a4,True,55,spurious,-1,False,02b4,11,False
attstab_even_odd,even_odd,,2,0.3125,5,12b4,2b4,True,11,spurious,-1,False,02b4,12,False
attstab_even_odd,even_odd,,2,0.1875,3,22b4,2b4,True,25,spurious,-1,False,02b4,13,False
attstab_even_odd,even_odd,,2,0.3125,5,42b4,2b4,True,11,spurious,-1,False,02b4,14,False
attstab_even_odd,even_odd,,2,0.1875,3,82b4,2b4,True,25,spurious,-1,False,02b4,15,False
attstab_even_odd,even_odd,,2,0.0625,1,a6b7,a6b6,True,11,correct,2,True,a6b6,0,True
attstab_even_odd,even_odd,,2,0.0625,1,a6b4,a6b6,True,25,correct,2,True,a6b6,1,True
attstab_even_odd,even_odd,,2,0.0625,1,a6b2,a6b6,True,11,correct,2,True,a6b6,2,True
attstab_even_odd,even_odd,,2,0.0625,1,a6be,a6b6,True,25,correct,2,True,a6b6,3,True
attstab_even_odd,even_odd,,2,0.0625,1,a6a6,a6b6,True,21,correct,2,True,a6b6,4,True
attstab_even_odd,even_odd,,2,0.0625,1,a696,a6b6,True,25,correct,2,True,a6b6,5,True
attstab_even_odd,even_odd,,2,0.0625,1,a6f6,a6b6,True,11,correct,2,True,a6b6,6,True
attstab_even_odd,even_odd,,2,0.0625,1,a636,a6b6,True,25,correct,2,True,a6b6,7,True
attstab_even_odd,even_odd,,2,0.0625,1,a7b6,a6b6,True,11,correct,2,True,a6b6,8,True
attstab_even_odd,even_odd,,2,0.0625,1,a4b6,fca6,True,45,wrong_pattern,0,False,a6b6,9,True
attstab_even_odd,even_odd,,2,0.0625,1,a2b6,a6b6,True,11,correct,2,True,a6b6,10,True
attstab_even_odd,even_odd,,2,0.0625,1,aeb6,fca6,True,55,wrong_pattern,0,False,a6b6,11,True
attstab_even_odd,even_odd,,2,0.0625,1,b6b6,a6b6,True,11,correct,2,True,a6b6,12,True
attstab_even_odd,even_odd,,2,0.0625,1,86b6,a6b6,True,25,correct,2,True,a6b6,13,True
attstab_even_odd,even_odd,,2,0.0625,1,e6b6,a6b6,True,11,correct,2,True,a6b6,14,True
attstab_even_odd,even_odd,,2,0.0625,1,26b6,a6b6,True,25,correct,2,True,a6b6,15,True
attstab_even_odd,even_odd,,1,0.5,8,5948,5949,True,11,spurious,-1,False,5949,0,False
attstab_even_odd,even_odd,,1,0.5,8,594b,5949,True,25,spurious,-1,False,5949,1,False
attstab_even_odd,even_odd,,1,0.375,6,594d,5949,True,11,spurious,-1,False,5949,2,False
attstab_even_odd,even_odd,,1,0.375,6,5941,5949,True,25,spurious,-1,False,5949,3,False
attstab_even_odd,even_odd,,1,0.375,6,5959,5949,True,21,spurious,-1,False,5949,4,False
attstab_even_odd,even_odd,,1,0.5,8,5969,5949,True,25,spurious,-1,False,5949,5,False
attstab_even_odd,even_odd,,1,0.375,6,5909,5949,True,11,spurious,-1,False,5949,6,False
attstab_even_odd,even_odd,,1,0.375,6,59c9,5949,True,25,spurious,-1,False,5949,7,False
attstab_even_odd,even_odd,,1,0.5,8,5849,5949,True,11,spurious,-1,False,5949,8,False
attstab_even_odd,even_odd,,1,0.375,6,5b49,359,True,45,spurious,-1,False,5949,9,False
attstab_even_odd,even_odd,,1,0.5,8,5d49,5949,True,11,spurious,-1,False,5949,10,False
attstab_even_odd,even_odd,,1,0.5,8,5149,359,True,55,spurious,-1,False,5949,11,False
attstab_even_odd,even_odd,,1,0.5,8,4949,5949,True,11,spurious,-1,False,5949,12,False
attstab_even_odd,even_odd,,1,0.5,8,7949,5949,True,25,spurious,-1,False,5949,13,False
attstab_even_odd,even_odd,,1,0.375,6,1949,5949,True,11,spurious,-1,False,5949,14,False
attstab_even_odd,even_odd,,1,0.5,8,d949,5949,True,25,spurious,-1,False,5949,15,False
attstab_even_odd,even_odd,,3,0.3125,5,fd4a,fd4b,True,11,spurious,-1,False,fd4b,0,False
attstab_even_odd,even_odd,,3,0.3125,5,fd49,fd4b,True,25,spurious,-1,False,fd4b,1,False
attstab_even_odd,even_odd,,3,0.1875,3,fd4f,fd4b,True,11,spurious,-1,False,fd4b,2,False
attstab_even_odd,even_odd,,3,0.1875,3,fd43,fd4b,True,25,spurious,-1,False,fd4b,3,False
attstab_even_odd,even_odd,,3,0.3125,5,fd5b,fd4b,True,21,spurious,-1,False,fd4b,4,False
attstab_even_odd,even_odd,,3,0.3125,5,fd6b,fd4b,True,25,spurious,-1,False,fd4b,5,False
attstab_even_odd,even_odd,,3,0.1875,3,fd0b,fd4b,True,11,spurious,-1,False,fd4b,6,False
attstab_even_odd,even_odd,,3,0.3125,5,fdcb,fd4b,True,25,spurious,-1,False,fd4b,7,False
attstab_even_odd,even_odd,,3,0.3125,5,fc4b,fd4b,True,11,spurious,-1,False,fd4b,8,False
attstab_even_odd,even_odd,,3,0.3125,5,ff4b,a75b,True,45,spurious,-1,False,fd4b,9,False
attstab_even_odd,even_odd,,3,0.3125,5,f94b,fd4b,True,11,spurious,-1,False,fd4b,10,False
attstab_even_odd,even_odd,,3,0.3125,5,f54b,a75b,True,55,spurious,-1,False,fd4b,11,False
attstab_even_odd,even_odd,,3,0.3125,5,ed4b,fd4b,True,11,spurious,-1,False,fd4b,12,False
attstab_even_odd,even_odd,,3,0.3125,5,dd4b,fd4b,True,25,spurious,-1,False,fd4b,13,False
attstab_even_odd,even_odd,,3,0.1875,3,bd4b,fd4b,True,11,spurious,-1,False,fd4b,14,False
attstab_even_odd,even_odd,,3,0.3125,5,7d4b,fd4b,True,25,spurious,-1,False,fd4b,15,False
attstab_even_odd,even_odd,,1,0.4375,7,358,359,True,11,spurious,-1,False,0359,0,False
attstab_even_odd,even_odd,,1,0.4375,7,35b,359,True,25,spurious,-1,False,0359,1,False
attstab_even_odd,even_odd,,1,0.3125,5,35d,359,True,11,spurious,-1,False,0359,2,False
attstab_even_odd,even_odd,,1,0.3125,5,351,359,True,25,spurious,-1,False,0359,3,False
attstab_even_odd,even_odd,,1,0.4375,7,349,359,True,11,spurious,-1,False,0359,4,False
attstab_even_odd,even_odd,,1,0.4375,7,379,359,True,25,spurious,-1,False,0359,5,False
attstab_even_odd,even_odd,,1,0.3125,5,319,359,True,11,spurious,-1,False,0359,6,False
attstab_even_odd,even_odd,,1,0.3125,5,3d9,359,True,25,spurious,-1,False,0359,7,False
attstab_even_odd,even_odd,,1,0.4375,7,259,359,True,11,spurious,-1,False,0359,8,False
attstab_even_odd,even_odd,,1,0.4375,7,159,359,True,25,spurious,-1,False,0359,9,False
attstab_even_odd,even_odd,,1,0.4375,7,759,359,True,11,spurious,-1,False,0359,10,False
attstab_even_odd,even_odd,,1,0.3125,5,b59,359,True,25,spurious,-1,False,0359,11,False
attstab_even_odd,even_odd,,1,0.3125,5,1359,359,True,11,spurious,-1,False,0359,12,False
attstab_even_odd,even_odd,,1,0.4375,7,2359,359,True,25,spurious,-1,False,0359,13,False
attstab_even_odd,even_odd,,1,0.4375,7,4359,359,True,11,spurious,-1,False,0359,14,False
attstab_even_odd,even_odd,,1,0.4375,7,8359,359,True,25,spurious,-1,False,0359,15,False
attstab_even_odd,even_odd,,2,0.375,6,a75a,a75b,True,11,spurious,-1,False,a75b,0,False
attstab_even_odd,even_odd,,2,0.5,8,a759,a75b,True,25,spurious,-1,False,a75b,1,False
attstab_even_odd,even_odd,,2,0.375,6,a75f,a75b,True,11,spurious,-1,False,a75b,2,False
attstab_even_odd,even_odd,,2,0.375,6,a753,a75b,True,25,spurious,-1,False,a75b,3,False
attstab_even_odd,even_odd,,2,0.5,8,a74b,a75b,True,11,spurious,-1,False,a75b,4,False
attstab_even_odd,even_odd,,2,0.375,6,a77b,a75b,True,25,spurious,-1,False,a75b,5,False
attstab_even_odd,even_odd,,2,0.375,6,a71b,a75b,True,11,spurious,-1,False,a75b,6,False
attstab_even_odd,even_odd,,2,0.375,6,a7db,a75b,True,25,spurious,-1,False,a75b,7,False
attstab_even_odd,even_odd,,2,0.375,6,a65b,a75b,True,11,spurious,-1,False,a75b,8,False
attstab_even_odd,even_odd,,2,0.5,8,a55b,a75b,True,25,spurious,-1,False,a75b,9,False
attstab_even_odd,even_odd,,2,0.5,8,a35b,a75b,True,11,spurious,-1,False,a75b,10,False
attstab_even_odd,even_odd,,2,0.5,8,af5b,a75b,True,25,spurious,-1,False,a75b,11,False
attstab_even_odd,even_odd,,2,0.5,8,b75b,a75b,True,11,spurious,-1,False,a75b,12,False
attstab_even_odd,even_odd,,2,0.5,8,875b,a75b,True,25,spurious,-1,False,a75b,13,False
attstab_even_odd,even_odd,,2,0.5,8,e75b,a75b,True,11,spurious,-1,False,a75b,14,False
attstab_even_odd,even_odd,,2,0.5,8,275b,a75b,True,25,spurious,-1,False,a75b,15,False
attstab_even_odd,even_odd,,0,0.6875,11,4069,359,True,69,spurious,-1,False,4068,0,False
attstab_even_odd,even_odd,,0,0.5625,9,406a,4068,True,25,spurious,-1,False,4068,1,False
attstab_even_odd,even_odd,,0,0.5625,9,406c,4068,True,21,spurious,-1,False,4068,2,False
attstab_even_odd,even_odd,,0,0.5625,9,4060,5868,True,49,spurious,-1,False,4068,3,False
attstab_even_odd,even_odd,,0,0.6875,11,4078,4068,True,11,spurious,-1,False,4068,4,False
attstab_even_odd,even_odd,,0,0.6875,11,4048,359,True,51,spurious,-1,False,4068,5,False
attstab_even_odd,even_odd,,0,0.5625,9,4028,4068,True,21,spurious,-1,False,4068,6,False
attstab_even_odd,even_odd,,0,0.5625,9,40e8,4068,True,25,spurious,-1,False,4068,7,False
attstab_even_odd,even_odd,,0,0.6875,11,4168,359,True,69,spurious,-1,False,4068,8,False
attstab_even_odd,even_odd,,0,0.6875,11,4268,42f8,True,45,spurious,-1,False,4068,9,False
attstab_even_odd,even_odd,,0,0.5625,9,4468,4068,True,11,spurious,-1,False,4068,10,False
attstab_even_odd,even_odd,,0,0.5625,9,4868,5868,True,11,spurious,-1,False,4068,11,False
attstab_even_odd,even_odd,,0,0.5625,9,5068,4068,True,11,spurious,-1,False,4068,12,False
attstab_even_odd,even_odd,,0,0.5625,9,6068,4068,True,25,spurious,-1,False,4068,13,False
attstab_even_odd,even_odd,,0,0.6875,11,68,4068,True,21,spurious,-1,False,4068,14,False
attstab_even_odd,even_odd,,0,0.5625,9,c068,4068,True,25,spurious,-1,False,4068,15,False
attstab_even_odd,even_odd,,0,0.5625,9,5869,5949,True,35,spurious,-1,False,5868,0,False
attstab_even_odd,even_odd,,0,0.4375,7,586a,5868,True,25,spurious,-1,False,5868,1,False
attstab_even_odd,even_odd,,0,0.4375,7,586c,5868,True,11,spurious,-1,False,5868,2,False
